% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.209716904e+01 +8.209716904e+01 +1.534471690e+02 +1.534471690e+02 +1.6414e+00 -2.0157e+00 -8.0676e-01 +1.2459e+00 -2.8218e+00 +3.1767e-01 +1.1833e+00 -2.5913e+00 -2.1747e+00 -6.3440e-01 -1.4320e+00 -3.0652e+00 -3.6349e+00 -2.9905e+00 +2.5650e+00 -2.1245e+00 +3.5932e+00 -3.1944e+00 +2.0780e+00 +3.9255e+00
11 +5.307506587e+01 +5.307506587e+01 +1.244250659e+02 +1.244250659e+02 -3.5113e+00 -2.7956e+00 -7.7895e-01 +2.0846e+00 -5.7650e-01 +1.9280e+00 -3.7910e+00 +3.9171e+00 -1.8105e-01 +3.1846e+00 -7.8315e-01 -2.6308e-01 -1.0768e+00 -1.0878e+00 +3.1608e+00 -1.6797e+00 +3.2775e+00 +2.7300e+00 -3.7386e+00 -2.3959e+00
96 +3.648845420e+01 +3.648845420e+01 +1.078384542e+02 +1.078384542e+02 -1.3265e+00 -2.7602e+00 +3.3209e+00 -1.6131e+00 +6.5936e-01 -3.4036e+00 +1.3281e+00 +2.9366e+00 +2.7116e+00 -3.3589e+00 -3.6184e+00 -2.3833e-01 -3.0977e+00 -5.7320e-01 -6.1628e-01 -2.7166e+00 +3.7721e+00 -7.6462e-01 +2.4695e+00 +6.5681e-01
1062 +2.440165043e+01 +2.440165043e+01 +9.575165043e+01 +9.575165043e+01 -3.5154e+00 -2.7935e+00 -5.8738e-01 +2.1352e+00 -2.7057e-01 +1.9922e+00 -3.6777e+00 +3.6307e+00 -1.8127e-01 +3.3264e+00 -1.1167e+00 -4.1198e-01 -1.0556e+00 -1.4380e+00 +2.9336e+00 -1.5089e+00 +3.4269e+00 +2.7998e+00 -3.5481e+00 -2.5600e+00
3306 +1.492652552e+01 +1.492652552e+01 +8.627652552e+01 +8.627652552e+01 -3.3770e+00 -2.5902e+00 -5.4825e-01 +2.4160e+00 -1.5862e-01 +2.0099e+00 -4.2079e+00 +3.7840e+00 -4.5975e-01 +3.4193e+00 -7.0752e-01 -7.4501e-01 -1.0581e+00 -1.5508e+00 +2.8454e+00 -1.7652e+00 +3.2592e+00 +2.8556e+00 -3.9882e+00 -2.7162e+00
4097 +8.782565846e+00 +8.782565846e+00 +8.013256585e+01 +8.013256585e+01 -3.5221e+00 -2.4952e+00 -5.5402e-01 +2.5978e+00 -1.0979e-01 +2.0911e+00 -4.1740e+00 +3.9103e+00 -5.1981e-01 +3.5110e+00 -6.3541e-01 -6.9354e-01 -9.6239e-01 -1.6404e+00 +2.9665e+00 -2.0025e+00 +3.1316e+00 +2.8642e+00 -3.9700e+00 -2.9385e+00
7716 +5.720923656e+00 +5.720923656e+00 +7.707092366e+01 +7.707092366e+01 -3.3987e+00 -2.5725e+00 -2.1508e-01 +3.1264e+00 -6.6177e-02 +2.3760e+00 -4.3587e+00 +4.0081e+00 -1.6231e-01 +3.2797e+00 -9.0920e-01 -7.3437e-01 -1.0494e+00 -1.8070e+00 +2.6262e+00 -2.0809e+00 +3.0940e+00 +3.2202e+00 -4.0511e+00 -2.8041e+00
11778 +3.798486070e+00 +3.798486070e+00 +7.514848607e+01 +7.514848607e+01 -3.5541e+00 -2.6977e+00 +2.5692e-02 +3.2178e+00 +5.4881e-01 +2.2710e+00 -4.4649e+00 +4.2192e+00 -2.9819e-01 +3.2444e+00 -3.8198e-01 -8.5438e-01 -1.3421e+00 -2.0444e+00 +2.9554e+00 -1.9274e+00 +2.7999e+00 +3.5613e+00 -3.8607e+00 -3.0286e+00
16043 +2.406920541e+00 +2.406920541e+00 +7.375692054e+01 +7.375692054e+01 -3.8602e+00 -2.6318e+00 +1.3800e-01 +3.1669e+00 +4.3116e-01 +2.4889e+00 -4.4478e+00 +4.3685e+00 -2.6264e-01 +3.5001e+00 -2.9234e-01 -5.8689e-01 -1.8122e+00 -1.8808e+00 +2.6952e+00 -1.6245e+00 +3.5281e+00 +3.2627e+00 -3.8326e+00 -2.9517e+00
24460 +1.030892762e+00 +1.030892762e+00 +7.238089276e+01 +7.238089276e+01 -3.5357e+00 -2.9377e+00 -1.6927e-02 +2.9687e+00 +7.6148e-01 +2.5806e+00 -4.2468e+00 +4.1714e+00 -3.0514e-01 +3.9177e+00 -1.5994e-01 -4.2351e-01 -1.7353e+00 -1.8855e+00 +2.6627e+00 -1.5675e+00 +3.4860e+00 +3.2133e+00 -3.8962e+00 -2.7683e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.252080691e+01 +8.252080691e+01 -2.726991931e+02 -2.726991931e+02 +1.2629e+00 -7.9162e-01 -2.9596e+00 +3.6043e-01 -3.4096e+00 +3.6502e+00 +1.4190e+00 -3.1393e+00 -8.3040e-01 -2.2030e+00 +3.1224e-01 -7.1844e-01 -3.9398e-01 -1.4474e+00 -3.4196e+00 +8.2354e-01 -1.7938e+00 +3.3798e+00 -3.2548e+00 +3.4681e+00
5 +6.116986014e+01 +6.116986014e+01 -2.940501399e+02 -2.940501399e+02 +2.8523e+00 -9.6123e-01 -2.6536e+00 +3.8760e-02 -3.5651e+00 +3.9037e+00 -1.0506e+00 +1.4820e+00 +4.8647e-01 -3.1748e+00 -2.9885e+00 +1.9903e+00 +2.6591e+00 +2.2767e+00 -1.1472e+00 -3.2898e+00 +3.7587e+00 -2.3743e+00 -2.1337e+00 +6.6070e-01
50 +3.975522851e+01 +3.975522851e+01 -3.154647715e+02 -3.154647715e+02 +1.6636e+00 +2.8774e+00 -1.2746e+00 +1.3284e+00 -1.0838e+00 -1.5396e+00 -9.1432e-01 +1.4479e-01 +1.8489e+00 -2.0221e+00 -3.5919e+00 -1.3468e+00 -3.5191e+00 -4.3613e-01 -9.2129e-01 +1.5993e-01 +2.1938e+00 +2.0933e+00 -2.3731e+00 +1.8412e-01
817 +2.486507343e+01 +2.486507343e+01 -3.303549266e+02 -3.303549266e+02 +2.6341e+00 +1.1586e+00 +7.7276e-01 +7.1071e-01 +5.5388e-01 +2.0728e+00 +2.2692e+00 +3.7545e-01 +1.0555e+00 +1.1968e-01 -1.4653e+00 +3.8493e-01 +3.5174e+00 -2.5825e+00 +1.3640e+00 -3.9951e+00 -1.9314e+00 +1.6935e+00 +4.0404e+00 -1.1988e+00
1923 +1.284785875e+01 +1.284785875e+01 -3.423721413e+02 -3.423721413e+02 +2.8993e+00 +1.1480e+00 +7.7464e-01 +9.1523e-01 +5.8733e-01 +2.1780e+00 +2.3578e+00 +2.5899e-01 +9.8005e-01 +1.0826e-01 -1.4962e+00 +3.5346e-01 +3.5214e+00 -2.4677e+00 +1.2125e+00 -4.2258e+00 -1.6937e+00 +1.6611e+00 +4.1898e+00 -9.7481e-01
3839 +9.786822007e+00 +9.786822007e+00 -3.454331780e+02 -3.454331780e+02 +2.7184e+00 +1.1574e+00 +7.5867e-01 +8.9451e-01 +5.2949e-01 +2.2425e+00 +2.5877e+00 -1.4584e-01 +8.2512e-01 +3.6006e-01 -1.5222e+00 +2.6988e-01 +3.3863e+00 -2.3354e+00 +1.2778e+00 -4.1362e+00 -1.2786e+00 +1.6906e+00 +4.2848e+00 -9.2978e-01
11422 +6.091781692e+00 +6.091781692e+00 -3.491282183e+02 -3.491282183e+02 -8.7478e-01 +2.0136e+00 +2.6109e-02 +1.5192e+00 -2.7434e+00 +2.2488e+00 -2.7457e+00 -1.3131e+00 +1.0427e+00 +2.2169e+00 -7.4644e-01 +1.9314e+00 -1.0128e-01 +1.5539e+00 +3.4564e+00 +1.4582e+00 +3.9727e-01 +1.2389e+00 +3.3337e+00 +2.9427e+00
17486 +3.881750201e+00 +3.881750201e+00 -3.513382498e+02 -3.513382498e+02 -7.5983e-01 +2.0142e+00 +4.2753e-01 +1.4561e+00 -2.7201e+00 +2.1010e+00 -3.0131e+00 -1.5979e+00 +1.2714e+00 +2.4498e+00 -4.2100e-01 +1.7019e+00 +4.5166e-02 +1.3354e+00 +3.5809e+00 +1.5953e+00 +2.0228e-01 +1.2392e+00 +3.4516e+00 +2.8745e+00
25824 +2.154935983e+00 +2.154935983e+00 -3.530650640e+02 -3.530650640e+02 +2.8594e+00 +1.1543e+00 +8.0950e-01 +1.2072e+00 +2.7305e-01 +2.1329e+00 +2.7381e+00 -3.7964e-02 +2.0203e-01 +6.4644e-02 -1.8171e+00 -6.7149e-01 +3.6283e+00 -3.0086e+00 +1.0961e+00 -4.3095e+00 -6.9288e-01 +7.0539e-01 +4.4118e+00 -8.7481e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.253984245e+01 +9.253984245e+01 +1.917098424e+02 +1.917098424e+02 +3.0287e+00 -2.9078e-01 +3.3839e+00 +3.4394e+00 -2.4723e+00 +8.1998e-02 +3.0396e+00 -1.8535e+00 +3.9390e+00 -1.5333e+00 -1.9184e+00 -8.4290e-01 -3.3733e-01 -3.5634e-01 +1.1966e+00 -1.6362e+00 +2.9740e+00 -2.6825e+00 -9.9152e-02 -2.2483e+00
6 +6.214304435e+01 +6.214304435e+01 +1.613130444e+02 +1.613130444e+02 +4.0469e-01 -5.0974e-01 -3.9541e+00 -3.1221e+00 +3.2043e+00 +2.4405e+00 -3.1456e+00 -1.7391e+00 -1.1441e+00 +2.7415e+00 +3.2917e+00 -9.7960e-01 -1.5723e+00 -2.7514e+00 -3.1540e+00 +2.5647e+00 -2.7126e-01 -2.9207e-01 +3.2185e+00 -5.6895e-01
70 +3.887257247e+01 +3.887257247e+01 +1.380425725e+02 +1.380425725e+02 +3.7808e+00 -1.0027e+00 +5.9050e-01 -1.3658e+00 -1.8670e+00 -3.0936e-01 +2.4243e+00 +3.2787e+00 +4.4180e-01 -2.4097e+00 -3.8074e+00 -1.5179e+00 -7.9024e-01 -3.7994e+00 -2.9624e+00 -2.0003e+00 -1.8572e+00 +1.8119e+00 -8.3794e-01 +2.6636e+00
206 +2.356676879e+01 +2.356676879e+01 +1.227367688e+02 +1.227367688e+02 +3.6859e+00 -9.9444e-01 +5.0899e-01 -1.3907e+00 -1.8476e+00 -3.5387e-01 +2.3487e+00 +3.2372e+00 +4.7427e-01 -2.3972e+00 -3.6435e+00 -1.3734e+00 -7.4168e-01 -3.8356e+00 -3.1368e+00 -1.9921e+00 -1.6937e+00 +1.9061e+00 -7.7972e-01 +2.6376e+00
1006 +1.561174502e+01 +1.561174502e+01 +1.147817450e+02 +1.147817450e+02 +3.7654e+00 -1.0849e+00 +4.5417e-01 -1.3685e+00 -1.7635e+00 -4.9518e-01 +2.5000e+00 +3.2078e+00 +3.1555e-01 -2.5985e+00 -3.6270e+00 -1.3681e+00 -7.0489e-01 -3.6978e+00 -3.1971e+00 -2.0971e+00 -1.8005e+00 +1.7157e+00 -7.4674e-01 +2.7097e+00
