% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.020797630e+03 +3.020797630e+03 +3.113737630e+03 +3.113737630e+03
5 +1.673520509e+03 +1.673520509e+03 +1.766460509e+03 +1.766460509e+03
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.913624742e+03 +3.913624742e+03 +3.948974742e+03 +3.948974742e+03
61 +2.076574659e+03 +2.076574659e+03 +2.111924659e+03 +2.111924659e+03
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.939555205e+03 +3.939555205e+03 +3.943375205e+03 +3.943375205e+03
14 +2.444651457e+03 +2.444651457e+03 +2.448471457e+03 +2.448471457e+03
165 +1.528121197e+03 +1.528121197e+03 +1.531941197e+03 +1.531941197e+03
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.972116769e+03 +5.972116769e+03 +5.993866769e+03 +5.993866769e+03
2 +2.962707282e+03 +2.962707282e+03 +2.984457282e+03 +2.984457282e+03
13 +2.065580069e+03 +2.065580069e+03 +2.087330069e+03 +2.087330069e+03
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.182853369e+03 +3.182853369e+03 +3.247643369e+03 +3.247643369e+03
18 +2.157221107e+03 +2.157221107e+03 +2.222011107e+03 +2.222011107e+03
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.199409032e+03 +8.199409032e+03 +7.199409032e+03 +7.199409032e+03
2 +4.753031356e+03 +4.753031356e+03 +3.753031356e+03 +3.753031356e+03
5 +3.092255350e+03 +3.092255350e+03 +2.092255350e+03 +2.092255350e+03
28 +2.218467497e+03 +2.218467497e+03 +1.218467497e+03 +1.218467497e+03
70 +1.264625823e+03 +1.264625823e+03 +2.646258225e+02 +2.646258225e+02
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.777092559e+03 +5.777092559e+03 +6.452102559e+03 +6.452102559e+03
3 +3.849370334e+03 +3.849370334e+03 +4.524380334e+03 +4.524380334e+03
86 +2.335361687e+03 +2.335361687e+03 +3.010371687e+03 +3.010371687e+03
358 +1.521765600e+03 +1.521765600e+03 +2.196775600e+03 +2.196775600e+03
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.990101900e+03 +5.990101900e+03 +5.632041900e+03 +5.632041900e+03
6 +2.336591235e+03 +2.336591235e+03 +1.978531235e+03 +1.978531235e+03
167 +1.509572019e+03 +1.509572019e+03 +1.151512019e+03 +1.151512019e+03
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.618776660e+03 +2.618776660e+03 +2.570806660e+03 +2.570806660e+03
8 +2.485193321e+03 +2.485193321e+03 +2.437223321e+03 +2.437223321e+03
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.031932000e+03 +5.031932000e+03 +4.202522000e+03 +4.202522000e+03
2 +2.591698520e+03 +2.591698520e+03 +1.762288520e+03 +1.762288520e+03
7 +1.806820822e+03 +1.806820822e+03 +9.774108219e+02 +9.774108219e+02
