% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.120840152e+06 +1.120840152e+06 +1.120876052e+06 +1.120876052e+06 +1.3184e+00 -3.6972e+00 +4.7346e+00 -1.8967e-02 -4.1617e+00 +1.5092e+00 +3.0349e+00 -3.1853e+00 +4.0274e+00 -1.2541e+00 +2.6263e+00 +1.8630e+00 -4.1426e+00 +1.1087e+00 -4.1887e+00 +4.6201e+00 +2.8401e-01 +2.7295e+00 -1.0174e+00 -3.9273e+00
14 +9.594038513e+05 +9.594038513e+05 +9.594397513e+05 +9.594397513e+05 +1.5546e+00 +3.4524e+00 -3.5153e+00 +4.1555e+00 +1.6145e+00 -1.3105e+00 -4.2643e+00 +1.8187e+00 -1.2383e+00 -1.3934e+00 +4.6287e+00 +4.1304e-01 -3.6243e+00 +1.4541e+00 +4.6848e+00 -1.7578e+00 -7.5130e-02 +4.6523e+00 -2.7878e+00 -1.1630e+00
94 +5.810967760e+05 +5.810967760e+05 +5.811326760e+05 +5.811326760e+05 -2.7484e+00 +2.0677e+00 +2.4723e+00 -1.9007e+00 +1.6356e+00 -1.7790e+00 -4.8685e+00 -4.6545e+00 -3.6554e+00 -7.6416e-01 -2.9604e+00 +4.5205e+00 +3.6846e-01 +2.4131e+00 +1.4319e+00 -3.5723e+00 -3.3496e+00 +2.7085e+00 +3.5777e+00 -3.0408e+00
152 +3.471808234e+05 +3.471808234e+05 +3.472167234e+05 +3.472167234e+05 +1.3172e+00 -4.1528e+00 +4.9977e+00 +4.7254e+00 -3.4176e+00 -4.4243e+00 +1.5316e+00 -3.3056e+00 +1.1343e+00 -3.9237e+00 -3.3936e+00 -2.0419e+00 +2.2469e+00 +2.4221e+00 +1.7024e+00 -1.8866e+00 -4.8538e+00 +3.8953e+00 -3.1691e+00 -4.7248e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.781348602e+05 +6.781348602e+05 +6.781662302e+05 +6.781662302e+05 +3.3071e+00 -3.9938e+00 -1.0646e+00 +1.2804e+00 +1.6802e+00 -7.7523e-01 -1.5360e-01 +4.1261e+00 -4.9830e+00 +1.2734e+00 +3.3850e+00 -1.8209e-01 -1.9686e+00 +3.5573e+00 +2.1027e+00 -3.8567e-01 -2.6819e+00 -1.2109e-01 -1.5798e+00 +4.9448e+00
10 +4.731396837e+05 +4.731396837e+05 +4.731710537e+05 +4.731710537e+05 -2.0941e+00 +3.1118e+00 +2.4659e+00 +2.5284e+00 -2.2944e+00 -3.7564e+00 -1.3628e+00 -1.0631e+00 +2.7076e-01 -2.5933e+00 -2.0036e+00 -4.7787e+00 -1.4896e+00 +1.0987e+00 +1.1710e+00 +3.6559e+00 -4.7586e+00 -1.3367e+00 +4.4404e+00 +9.9355e-01
85 +2.524700778e+05 +2.524700778e+05 +2.525014478e+05 +2.525014478e+05 +2.7074e+00 -3.1582e+00 -4.8491e+00 +1.2692e+00 -2.7346e+00 +7.7560e-01 -2.8363e+00 +6.4546e-01 -4.6039e-02 +4.9614e+00 -4.1159e+00 +1.7438e+00 +3.0767e-01 +1.6232e+00 +2.7518e+00 +3.3433e-01 +1.3969e+00 -2.5473e+00 -4.2650e+00 +3.4486e+00
130 +1.598161825e+05 +1.598161825e+05 +1.598475525e+05 +1.598475525e+05 -1.2907e+00 +3.1037e-01 -2.0963e+00 +4.4611e+00 -4.0514e+00 -1.4167e+00 -6.0057e-01 +3.0914e+00 -4.2684e-01 -3.5787e+00 -3.3632e+00 +1.6550e+00 -3.9882e+00 -1.2877e+00 +1.6674e+00 +1.9635e-01 -5.3035e-01 -1.0279e+00 -2.5122e+00 -2.9996e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.055948035e+06 +1.055948035e+06 +1.054948035e+06 +1.054948035e+06 -4.2814e+00 -1.2720e+00 -3.1191e+00 +2.0001e+00 -2.0396e+00 -2.4449e+00 +2.0485e-01 +2.1673e+00 -5.8626e-01 -2.6476e+00 +1.4130e+00 -1.8406e+00 -3.4739e+00 -2.4927e+00 -1.3671e+00 +4.1162e+00 -2.2948e+00 +3.6472e+00 +4.3180e+00 -1.6284e-01
2 +7.867264880e+05 +7.867264880e+05 +7.857264880e+05 +7.857264880e+05 +4.4848e+00 -4.5131e+00 -4.3401e+00 -3.1724e+00 +1.1259e-01 -2.9111e+00 +2.4599e+00 +1.4534e+00 -2.2666e+00 +3.3871e-01 +2.3808e+00 -2.5888e+00 +5.0914e-01 -1.2612e+00 -4.7262e+00 -1.6472e+00 +1.6397e+00 +7.0045e-01 +4.2309e+00 +2.3113e-01
7 +5.819375567e+05 +5.819375567e+05 +5.809375567e+05 +5.809375567e+05 -7.5717e-01 +1.0735e-01 +1.5618e-01 -3.3547e+00 +2.1023e+00 -4.9041e+00 -6.2615e-02 +3.2660e+00 +3.7975e+00 -2.3824e+00 -4.1920e-01 -1.7676e+00 -1.1690e+00 -5.6568e-01 +1.6868e+00 -3.3491e+00 -2.1629e+00 +1.1639e+00 +4.2781e+00 +1.2929e+00
22 +3.470492541e+05 +3.470492541e+05 +3.460492541e+05 +3.460492541e+05 -3.0779e+00 -2.4688e+00 -3.9827e-01 +3.1213e+00 +2.1689e-02 -2.1811e+00 +2.2261e+00 +3.7465e+00 -1.3021e+00 -2.1488e+00 -3.4345e+00 +4.5965e+00 -1.5496e+00 -3.3798e-01 -3.1376e+00 +2.8887e+00 -2.1616e+00 +4.4279e+00 -2.4046e+00 +2.6287e+00
147 +2.159604061e+05 +2.159604061e+05 +2.149604061e+05 +2.149604061e+05 -4.9784e+00 -1.1257e-01 +4.6221e+00 +3.0695e+00 +3.0986e-01 -6.6799e-01 +2.3032e+00 +1.0633e+00 -3.8709e+00 +1.6851e+00 -6.5490e-01 -1.7594e+00 -1.7884e-01 +1.4496e+00 -7.4728e-01 -4.9776e+00 -3.9712e+00 +4.6830e+00 -1.4163e+00 +4.5382e+00
149 +5.856210538e+04 +5.856210538e+04 +5.756210538e+04 +5.756210538e+04 +4.8992e+00 -3.6954e+00 -2.2652e+00 -1.1630e+00 +3.7198e-01 +1.4613e+00 -3.1515e-01 +1.6116e+00 +4.5134e-01 +1.4675e-01 -1.7908e+00 -4.7208e+00 -2.1682e+00 -7.9769e-01 +1.2087e+00 -4.2142e+00 -2.8638e+00 +4.5853e+00 -1.6496e+00 +4.9191e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
