% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.706020784e+05 +5.706020784e+05 +5.707512284e+05 +5.707512284e+05 -3.7341e+00 -3.3436e+00 -1.7591e-01 +2.2584e+00 +2.2007e+00 -7.4489e-01 -3.2968e-01 +4.6677e+00 -1.0460e+00 +2.2386e-01 -1.7657e+00 +3.3636e+00 -3.6148e+00 +3.3360e-02 +4.4562e-01 -2.6846e+00 -3.2821e+00 +2.9948e-01 +3.1948e+00 -2.1591e+00
4 +2.390638248e+05 +2.390638248e+05 +2.392129748e+05 +2.392129748e+05 -1.0881e+00 +2.3263e+00 -1.5108e+00 +3.9269e+00 +1.2269e-01 -3.8699e+00 -4.1114e+00 +3.0529e+00 -1.5061e+00 -2.0906e+00 -3.9078e+00 +2.6719e+00 +1.0756e-01 +3.9557e+00 +2.1222e+00 -2.5598e+00 -1.0128e+00 -2.3302e+00 -2.3922e+00 +5.3743e-04
22 +8.694323416e+04 +8.694323416e+04 +8.709238416e+04 +8.709238416e+04 -3.0703e+00 -3.3952e+00 +1.8480e-01 -8.1360e-01 +4.7434e-01 -3.9663e+00 -1.6542e+00 -3.0553e+00 -1.3583e+00 +1.3120e+00 -3.1278e+00 -3.4656e+00 +2.2037e+00 -4.4349e+00 -3.2710e+00 -2.3054e+00 +1.5004e+00 -3.8672e+00 +6.6472e-01 +4.9400e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.634840488e+05 +2.634840488e+05 +2.624840488e+05 +2.624840488e+05 -3.0411e+00 +4.7913e+00 +4.6690e+00 +5.0728e-01 +3.5216e+00 -7.5590e-01 -2.6448e+00 +1.0181e+00 +2.5522e+00 +4.2055e+00 -4.2979e+00 -4.1944e+00 -2.8294e+00 -3.3759e+00 +1.1848e-01 -5.9350e-01 -1.9456e+00 -2.8653e+00 -4.2135e-01 +1.5695e+00
112 +1.186517224e+05 +1.186517224e+05 +1.176517224e+05 +1.176517224e+05 -1.4161e+00 +7.5772e-01 +1.4501e+00 -2.3464e+00 -1.8749e+00 -4.0253e-01 +1.0833e+00 -4.4779e+00 +4.7991e-01 +4.6928e+00 -2.4205e+00 +1.8505e+00 -3.1263e+00 -2.3425e+00 +7.2771e-01 -4.9382e+00 +2.7714e+00 +2.9334e-01 -3.8999e+00 +1.0164e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.414367267e+05 +4.414367267e+05 +4.415353467e+05 +4.415353467e+05 +2.8541e+00 +4.6930e-01 +3.4454e+00 +1.2285e+00 +3.6170e-01 +9.6227e-01 +7.4101e-01 +2.4965e+00 -4.6258e+00 -2.4713e+00 +2.0534e+00 -1.4681e+00 +1.3912e+00 -1.3956e+00 +3.2540e+00 -1.3728e+00 -6.6544e-01 -2.2025e+00 +3.4256e+00 +1.2921e+00
6 +2.044176751e+05 +2.044176751e+05 +2.045162951e+05 +2.045162951e+05 +9.0795e-01 +2.6537e+00 +2.4704e+00 -2.6977e+00 -4.2519e+00 -3.5961e+00 -2.4643e-01 -1.8342e+00 -4.1014e+00 -4.6975e+00 +2.8888e+00 -1.4411e+00 -1.4218e+00 -4.5478e+00 -1.3400e+00 +1.2313e+00 -9.6676e-01 +4.1322e+00 +1.8400e+00 -3.0152e+00
13 +7.199145049e+04 +7.199145049e+04 +7.209007049e+04 +7.209007049e+04 -1.3010e+00 +8.4720e-01 +4.8982e+00 -1.2322e+00 -1.3030e+00 +3.2920e+00 +6.9754e-01 -3.6107e+00 -7.0252e-02 -8.4061e-01 +1.6183e+00 +6.3514e-01 +1.8253e+00 -4.2185e+00 -3.9389e+00 -2.6202e+00 -2.4639e+00 +1.3348e+00 +3.8757e+00 -3.4682e+00
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.423115205e+05 +7.423115205e+05 +7.422643705e+05 +7.422643705e+05 -5.3978e-01 +1.4306e+00 +3.2434e+00 -4.7314e+00 +2.8593e+00 -3.9875e+00 +1.7853e+00 +3.9285e+00 -2.3955e+00 -4.0169e+00 +1.6315e+00 -1.4989e+00 -3.4775e+00 +2.3677e+00 +1.3956e+00 +8.6501e-01 -2.1907e+00 +3.1509e+00 +1.1059e+00 -2.7995e+00
2 +5.917109874e+05 +5.917109874e+05 +5.916638374e+05 +5.916638374e+05 +2.3831e+00 -2.4342e+00 -3.3175e-01 -3.5493e+00 +4.3944e+00 +2.7879e+00 -3.2475e+00 +2.0049e+00 +3.9806e+00 +4.3676e+00 -1.1080e+00 -4.4061e+00 +2.7610e+00 -3.0175e+00 -3.7287e+00 -3.2302e+00 -9.7847e-01 -2.7547e+00 -2.5910e+00 +3.9208e+00
3 +2.178799305e+05 +2.178799305e+05 +2.178327805e+05 +2.178327805e+05 -1.5412e-01 -1.4940e+00 -2.9137e+00 -1.0338e+00 +1.0641e+00 -4.1047e+00 +6.2818e-01 -1.0123e+00 -1.9693e+00 -4.6400e+00 +4.5506e+00 -4.4356e+00 +4.1718e+00 -8.3971e-01 +3.3640e+00 -9.2724e-01 +3.1720e+00 +1.2918e+00 +3.5263e+00 +3.3303e+00
73 +1.408606549e+05 +1.408606549e+05 +1.408135049e+05 +1.408135049e+05 -3.3712e+00 +8.6263e-01 -4.9821e+00 -4.7312e+00 +1.5376e+00 -3.3724e-01 +2.3011e+00 -4.8653e+00 +1.0238e+00 -3.3517e+00 +4.6783e+00 -3.3198e+00 +4.3194e+00 -2.5155e+00 +1.8647e+00 +9.8289e-01 -3.1173e+00 -2.4042e+00 -4.8736e+00 +9.6027e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.879420371e+05 +2.879420371e+05 +2.879795571e+05 +2.879795571e+05 +4.8333e+00 -4.0766e+00 +6.2630e-01 -4.8319e+00 +3.7328e+00 +1.8896e+00 +1.2225e+00 +4.6885e+00 +8.8954e-01 -3.3125e+00 -1.8190e+00 +4.9496e+00 +2.4440e+00 +4.5158e-01 +4.7891e+00 +1.9255e+00 -3.9957e+00 -4.8884e+00 -3.2160e+00 -1.3645e+00
7 +9.015711021e+04 +9.015711021e+04 +9.019463021e+04 +9.019463021e+04 +1.5143e+00 -3.7819e+00 -3.8964e-01 -3.8800e+00 +1.8734e+00 +3.2792e+00 +3.9462e+00 -3.1672e-01 +4.2982e+00 -3.9993e+00 +4.7708e+00 -4.4817e-01 +2.7458e+00 -1.7806e+00 +1.1502e-01 +1.6153e+00 +1.7279e+00 -2.4211e+00 -3.9066e+00 -2.9990e+00
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.404973921e+05 +4.404973921e+05 +4.404675921e+05 +4.404675921e+05 +2.0374e+00 +4.0851e+00 +2.9306e+00 +3.2942e+00 -1.2635e+00 -2.9927e+00 -5.2082e-02 +4.9448e+00 +4.6475e+00 +1.5573e-01 -3.4571e+00 +3.0353e+00 -3.7940e+00 +3.6189e+00 +2.4529e+00 -2.8983e+00 +1.9976e+00 -1.4499e+00 -3.0478e+00 +4.6283e+00
14 +3.848734349e+05 +3.848734349e+05 +3.848436349e+05 +3.848436349e+05 -3.3772e+00 +4.5637e+00 -4.3057e-01 -2.2189e+00 +1.5206e+00 +1.7137e-01 -4.8751e-01 -7.1611e-02 +1.9882e+00 -1.6826e+00 -3.2641e+00 +3.4202e+00 -1.6589e+00 +2.0949e+00 +2.0188e+00 +2.8955e+00 -1.9283e+00 +3.3401e+00 +5.0876e-01 -1.9383e+00
16 +1.932430255e+05 +1.932430255e+05 +1.932132255e+05 +1.932132255e+05 -4.9253e+00 -2.5758e+00 -6.4502e-01 -6.9643e-01 +2.5919e+00 -2.6158e+00 +1.9810e+00 -2.0796e+00 -1.9516e+00 +1.9530e+00 +2.8687e+00 -3.7868e+00 -6.4666e-01 -3.1193e+00 -2.1481e+00 -1.2246e+00 +1.9086e-01 -3.1764e+00 +7.2101e-01 +3.7298e-01
27 +1.075852312e+05 +1.075852312e+05 +1.075554312e+05 +1.075554312e+05 +2.2568e+00 +3.3689e+00 +2.3208e+00 +8.7067e-01 -1.9603e+00 +2.4912e+00 +8.3735e-01 -3.6518e+00 +2.3878e+00 +2.4593e-03 -9.6511e-02 +2.4389e-01 +9.9084e-01 -1.9185e-02 +9.0823e-01 -2.0099e+00 +1.2119e+00 -4.9598e+00 +1.5907e-02 -2.2009e+00
72 +6.687991538e+04 +6.687991538e+04 +6.685011538e+04 +6.685011538e+04 +8.9292e-02 +6.8054e-01 -7.0369e-01 +2.9063e+00 +1.1064e+00 +3.4591e+00 -1.9732e+00 -3.0560e+00 -1.2748e+00 -4.7796e+00 +7.4488e-01 -3.3113e+00 -3.2627e+00 -3.5682e+00 +2.4696e+00 -3.3389e+00 +2.8451e+00 +7.9972e-02 +3.0024e-01 +1.7428e+00
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.299925139e+05 +5.299925139e+05 +5.300739139e+05 +5.300739139e+05 +1.7209e-01 -2.9484e+00 +4.8892e+00 +4.5187e-01 +1.9166e+00 +3.1828e+00 -3.1156e+00 +2.2952e+00 -2.0260e+00 -3.8566e+00 -4.4952e+00 -5.1186e-02 +4.0751e+00 -1.6946e+00 +6.1803e-01 +1.3561e+00 -3.3024e+00 -3.6852e+00 -2.4939e+00 +3.2009e+00
8 +3.399243741e+05 +3.399243741e+05 +3.400057741e+05 +3.400057741e+05 -2.5976e+00 -3.5997e-01 +1.6804e+00 +1.1788e+00 +2.2784e+00 +3.9797e+00 +3.2048e-01 -3.8393e+00 +4.5797e+00 +3.9562e+00 -3.5180e+00 +2.2612e+00 -1.8273e+00 -1.0995e+00 -4.9502e+00 -3.4698e+00 +1.9315e+00 +5.8044e-01 -2.6559e+00 -3.1028e+00
77 +2.187780968e+05 +2.187780968e+05 +2.188594968e+05 +2.188594968e+05 -1.4613e+00 -3.7167e+00 -4.8596e-01 +3.2075e+00 +4.5539e-01 +2.8837e+00 +4.0779e+00 -2.6645e+00 -3.4529e+00 +1.4586e+00 -1.2837e-01 +1.8700e+00 -2.3583e-01 -1.2952e+00 +2.3297e+00 +1.5641e+00 +2.2005e-01 +2.0165e+00 -2.4857e+00 -2.1535e+00
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.036607973e+05 +4.036607973e+05 +4.036424473e+05 +4.036424473e+05 +1.5205e+00 +4.0159e+00 +6.7101e-01 +2.4532e+00 +1.4098e+00 +3.9766e+00 -1.5405e+00 +2.0308e+00 +1.8399e-01 +3.3480e+00 +3.6810e+00 +2.2989e+00 -4.8383e+00 +1.1028e+00 +3.1498e+00 +1.9826e+00 -2.5865e+00 +1.8885e+00 -1.0557e+00 -1.6532e+00
8 +3.942985847e+05 +3.942985847e+05 +3.942802347e+05 +3.942802347e+05 -2.1252e+00 +1.3393e+00 +2.4363e+00 +9.0946e-01 +3.4374e-01 +2.7517e+00 +3.4015e+00 -4.7381e-01 -4.3578e-01 +1.0673e+00 -2.9392e+00 +4.7536e-01 -7.2421e-01 +2.5358e+00 -4.8021e+00 -3.9953e+00 +2.9041e+00 +1.5962e+00 +2.5552e+00 +1.9523e+00
49 +1.433960042e+05 +1.433960042e+05 +1.433776542e+05 +1.433776542e+05 -1.9299e+00 +2.0128e+00 -1.1533e+00 +3.3371e+00 +5.0825e-01 +7.0196e-01 -1.3569e+00 -9.4894e-01 -4.0749e+00 +2.0048e-01 +1.5615e+00 -4.1520e+00 -4.9362e+00 +1.4048e+00 +1.4777e+00 +4.2053e+00 -3.5004e+00 -4.3613e+00 -3.1892e+00 +2.1313e+00
60 +8.130234320e+04 +8.130234320e+04 +8.128399320e+04 +8.128399320e+04 +1.2978e+00 -1.3850e+00 -8.9121e-01 +1.5823e-01 -2.0790e+00 +3.5328e+00 +1.3522e+00 -4.8603e+00 -2.2829e+00 +2.1416e+00 -1.4831e+00 +4.8210e-01 -9.3012e-01 -1.0148e+00 +8.7211e-01 -1.1257e+00 -3.1579e+00 +1.8866e+00 -3.4402e+00 -1.1989e+00
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
