% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.037366319e+02 +4.037366319e+02 +3.513866319e+02 +3.513866319e+02 +1.4561e+00 -2.9002e-01 -2.4608e+00 +3.0460e+00 +1.9720e+00 -2.6701e+00 -2.3727e-02 -7.8915e-01 +2.0525e+00 +5.8754e-01 -1.4934e+00 -2.4590e+00 +2.2205e+00 -2.5544e+00 -1.2098e+00 +3.3951e+00 -2.0214e+00 -5.0483e-01 -2.6390e+00 +3.6629e+00
2 +1.771994197e+02 +1.771994197e+02 +1.248494197e+02 +1.248494197e+02 -5.3402e-02 -1.3979e+00 -2.1052e+00 +3.8767e+00 +3.5963e+00 -3.1096e+00 -3.3640e+00 -2.5017e+00 -2.4496e-01 +1.4478e+00 +1.4442e-01 +1.1073e-01 -6.9603e-01 -2.4360e+00 -3.9193e+00 +3.4543e+00 -3.7943e+00 -3.5891e+00 -7.5948e-01 -1.7402e+00
4 +1.317392952e+02 +1.317392952e+02 +7.938929519e+01 +7.938929519e+01 +1.3930e+00 -3.1613e+00 +3.5555e+00 +8.0339e-01 +2.1061e+00 +7.3942e-01 -1.8210e+00 +2.4971e+00 -7.1986e-01 +3.2953e+00 -1.8671e+00 -4.9087e-02 +1.5897e+00 +1.2686e+00 +4.4788e-01 -3.9610e+00 +8.8920e-01 +3.0265e+00 +2.7620e+00 +3.5400e-01
5 +7.490618919e+01 +7.490618919e+01 +2.255618919e+01 +2.255618919e+01 +2.0408e+00 -2.1660e+00 -2.4236e+00 -3.4261e+00 -8.2481e-01 -2.5819e+00 -6.8288e-01 +2.0900e+00 +3.9707e+00 -1.4578e+00 -1.4254e+00 -3.1593e+00 -3.8020e+00 +6.7472e-01 +9.6253e-01 +1.2061e+00 +2.8763e+00 -2.7349e+00 +2.0971e+00 +3.2286e+00
9 +4.306520815e+01 +4.306520815e+01 -9.284791852e+00 -9.284791852e+00 +9.1378e-01 -2.3368e+00 -2.9214e+00 -3.4384e+00 -3.1291e+00 -1.0347e+00 -2.0949e+00 -1.5565e+00 -3.5656e+00 +3.7061e-03 -2.2852e+00 +3.9953e+00 +2.1745e+00 -2.1353e+00 -1.6042e+00 -1.9450e+00 -3.9519e+00 +2.4908e+00 +3.7210e+00 -3.2234e+00
27 +3.360565679e+01 +3.360565679e+01 -1.874434321e+01 -1.874434321e+01 +8.8558e-01 -2.3585e+00 -6.5256e-01 -2.7879e+00 -3.0373e+00 -1.8571e-01 -3.4644e-01 +2.6796e-01 +3.2257e+00 +1.3301e+00 -1.8401e+00 +1.8471e+00 +2.5870e+00 -2.2825e+00 -1.3518e+00 -1.5126e+00 -2.5076e+00 +2.2317e+00 +3.1188e+00 -4.3115e-01
125 +2.371667239e+01 +2.371667239e+01 -2.863332761e+01 -2.863332761e+01 +3.2206e-01 +7.8035e-01 +4.8839e-01 -6.3049e-01 +1.1047e+00 +2.8568e+00 -7.1252e-01 -7.9705e-01 +3.6682e+00 -7.0565e-01 -1.8938e+00 +4.2056e-01 +2.0648e+00 +2.2824e+00 -4.5973e-01 -1.3352e+00 -3.3796e+00 +1.0285e+00 -3.6481e-02 -2.7879e+00
2152 +1.576974800e+01 +1.576974800e+01 -3.658025200e+01 -3.658025200e+01 +5.4196e-01 +7.4966e-01 +4.1317e-01 -5.8261e-01 +8.4344e-01 +3.1347e+00 -1.3058e+00 -1.3381e+00 +3.4191e+00 -1.1698e+00 -1.3761e+00 +5.1491e-01 +2.0403e+00 +1.8222e+00 -1.6309e-01 -1.2956e+00 -3.2436e+00 +1.1101e+00 +7.3983e-01 -3.2294e+00
5306 +9.925250519e+00 +9.925250519e+00 -4.242474948e+01 -4.242474948e+01 +4.0074e-01 +4.3013e-01 +1.0218e-01 -7.5833e-01 +3.1944e-01 +3.6169e+00 -1.8775e+00 -1.6349e+00 +2.8459e+00 -1.5560e+00 -5.6814e-01 +5.9809e-01 +2.7618e+00 +1.2698e+00 -4.8589e-01 -1.1411e+00 -3.0675e+00 +1.2122e+00 +1.4867e+00 -3.4085e+00
8707 +6.278158512e+00 +6.278158512e+00 -4.607184149e+01 -4.607184149e+01 -3.6932e-01 -6.2744e-02 +7.2569e-01 -9.2341e-01 +1.3557e-01 +3.5700e+00 -2.5811e+00 -1.8539e+00 +2.5048e+00 -1.3186e+00 +2.1351e-01 +5.3490e-01 +2.9936e+00 +5.8563e-01 -1.2522e+00 -4.1306e-01 -2.5293e+00 +1.3760e+00 +2.3773e+00 -3.9428e+00
11295 +3.949241689e+00 +3.949241689e+00 -4.840075831e+01 -4.840075831e+01 -1.3699e-01 -1.2233e+00 +1.6661e+00 -1.3940e+00 -2.0318e+00 +2.4089e+00 -2.7791e+00 -2.9340e-02 +2.3239e+00 -9.7805e-01 +1.9835e+00 -4.2820e-01 +2.7946e+00 -1.0904e+00 -1.1474e+00 -3.3269e-01 -2.5692e+00 +3.7357e-01 +2.7578e+00 -3.9097e+00
13062 +2.315317147e+00 +2.315317147e+00 -5.003468285e+01 -5.003468285e+01 -3.3541e-01 -1.0348e+00 +2.2623e+00 -1.5910e+00 -1.9023e+00 +2.8234e+00 -2.8834e+00 +4.4817e-01 +2.1636e+00 -1.3451e+00 +2.2416e+00 -5.8499e-01 +3.2748e+00 -9.1042e-01 -1.3582e+00 +1.0361e-01 -2.1602e+00 +8.0025e-01 +2.5986e+00 -4.0999e+00
14321 +1.548443946e+00 +1.548443946e+00 -5.080155605e+01 -5.080155605e+01 -3.7145e-01 -1.1130e+00 +2.3267e+00 -1.7005e+00 -1.6670e+00 +2.7668e+00 -3.2100e+00 +5.6586e-01 +2.3878e+00 -1.4196e+00 +2.4269e+00 -5.6890e-01 +3.1151e+00 -1.0883e+00 -1.6650e+00 +3.7781e-01 -1.9330e+00 +1.1737e+00 +2.8403e+00 -4.1418e+00
15302 +9.958083335e-01 +9.958083335e-01 -5.135419167e+01 -5.135419167e+01 -4.4423e-01 -1.2784e+00 +2.3954e+00 -1.8576e+00 -1.5850e+00 +2.9373e+00 -3.2245e+00 +6.2460e-01 +2.6138e+00 -1.4410e+00 +2.7364e+00 -4.1848e-01 +3.1864e+00 -9.7951e-01 -1.8007e+00 +6.0152e-01 -1.8782e+00 +1.5453e+00 +3.0193e+00 -4.0894e+00
16093 +6.258762491e-01 +6.258762491e-01 -5.172412375e+01 -5.172412375e+01 -7.1420e-01 -1.0981e+00 +2.3969e+00 -1.9021e+00 -1.7805e+00 +3.0962e+00 -3.5132e+00 +9.6792e-01 +2.4472e+00 -1.6504e+00 +2.7888e+00 -5.9874e-01 +3.5483e+00 -9.2506e-01 -1.8569e+00 +7.0530e-01 -1.6628e+00 +1.5058e+00 +2.9822e+00 -4.0568e+00
16950 +3.426941575e-01 +3.426941575e-01 -5.200730584e+01 -5.200730584e+01 -8.8148e-01 -1.1289e+00 +2.5440e+00 -2.0546e+00 -1.7612e+00 +3.2869e+00 -3.5402e+00 +5.8519e-01 +2.5163e+00 -1.6057e+00 +2.7655e+00 -5.9499e-01 +3.4529e+00 -8.4738e-01 -1.9753e+00 +9.3996e-01 -1.5336e+00 +1.6516e+00 +3.1584e+00 -4.0550e+00
17224 +2.485286749e-01 +2.485286749e-01 -5.210147133e+01 -5.210147133e+01 -9.1816e-01 -9.7387e-01 +2.5794e+00 -2.0916e+00 -1.6197e+00 +3.1950e+00 -3.6022e+00 +6.1733e-01 +2.6688e+00 -1.6747e+00 +2.9117e+00 -7.3964e-01 +3.6118e+00 -8.6131e-01 -1.9016e+00 +9.1695e-01 -1.4382e+00 +1.6665e+00 +3.0628e+00 -3.9607e+00
17860 +1.519520192e-01 +1.519520192e-01 -5.219804798e+01 -5.219804798e+01 -8.2894e-01 -1.0870e+00 +2.5906e+00 -2.2342e+00 -1.6361e+00 +3.3644e+00 -3.8791e+00 +5.0384e-01 +2.7024e+00 -1.5387e+00 +2.7994e+00 -6.4167e-01 +3.5590e+00 -7.2335e-01 -2.0218e+00 +1.0388e+00 -1.3714e+00 +1.6635e+00 +3.1543e+00 -3.8533e+00
18976 +9.034147800e-02 +9.034147800e-02 -5.225965852e+01 -5.225965852e+01 -9.2677e-01 -1.0390e+00 +2.3717e+00 -2.2686e+00 -1.7366e+00 +3.5498e+00 -3.9149e+00 +2.9274e-01 +2.7377e+00 -1.6810e+00 +2.8328e+00 -5.6645e-01 +3.3877e+00 -8.1551e-01 -2.1337e+00 +1.2017e+00 -1.1354e+00 +1.7901e+00 +3.0885e+00 -3.8901e+00
20101 +4.483689120e-02 +4.483689120e-02 -5.230516311e+01 -5.230516311e+01 -8.7973e-01 -1.1834e+00 +2.4341e+00 -2.3734e+00 -1.6786e+00 +3.5450e+00 -3.7485e+00 +4.9960e-02 +2.7414e+00 -1.6160e+00 +2.9902e+00 -5.1926e-01 +3.4648e+00 -7.8077e-01 -2.1224e+00 +1.1228e+00 -1.1568e+00 +1.8089e+00 +2.8957e+00 -3.8256e+00
20629 +3.819053230e-02 +3.819053230e-02 -5.231180947e+01 -5.231180947e+01 -8.4260e-01 -1.0816e+00 +2.5484e+00 -2.2629e+00 -1.7670e+00 +3.5461e+00 -3.7709e+00 -4.8798e-03 +2.8240e+00 -1.6331e+00 +3.0773e+00 -5.1911e-01 +3.4580e+00 -8.5037e-01 -2.1039e+00 +1.2090e+00 -1.1875e+00 +1.7796e+00 +2.9967e+00 -3.8280e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.022290038e+02 +1.022290038e+02 -7.731099615e+01 -7.731099615e+01 -8.9060e-01 +3.8732e+00 +2.2634e-01 +1.9229e+00 +2.6881e+00 +3.5357e+00 +2.8570e+00 +9.9915e-02 -1.1056e+00 -3.0176e+00 -1.3907e+00 -3.0977e+00 -2.3814e+00 -4.6862e-01 -1.3324e+00 -2.4045e+00 -2.7292e+00 +3.1988e+00 -3.0422e+00 -3.5079e-01
2 +3.220911079e+01 +3.220911079e+01 -1.473308892e+02 -1.473308892e+02 +1.1111e+00 +1.1660e+00 -3.5334e+00 +3.3360e+00 +3.6721e+00 -3.5834e+00 +3.8438e+00 +2.8924e+00 -1.9819e-01 +2.5129e+00 +2.4277e+00 +3.1529e-01 +2.3181e+00 +1.2674e+00 +1.1022e+00 -7.1752e-01 -6.0783e-02 +3.8598e+00 -1.9188e+00 -3.7927e+00
472 +2.507464693e+01 +2.507464693e+01 -1.544653531e+02 -1.544653531e+02 -3.7968e+00 +3.1083e+00 -2.8252e+00 +1.0684e+00 +1.6172e-01 +3.7093e-02 +3.2528e-01 +3.7799e+00 -1.0777e+00 +9.6340e-01 +2.4781e+00 +2.7039e+00 +3.5070e+00 -9.4268e-01 +3.1103e+00 -2.3524e+00 +1.0044e+00 +3.0836e+00 -8.3035e-01 +1.6272e+00
2061 +1.576677965e+01 +1.576677965e+01 -1.637732203e+02 -1.637732203e+02 +8.6780e-01 +7.3831e-01 -3.1371e+00 +3.1606e+00 +3.4358e+00 -3.1637e+00 +3.9416e+00 +3.2085e+00 +3.1066e-02 +2.4773e+00 +1.9108e+00 +2.7398e-01 +2.1105e+00 +1.1025e+00 +1.4096e+00 -7.5188e-01 -1.7469e-01 +4.5741e+00 -1.3987e+00 -3.3726e+00
