% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.628194163e+01 +8.628194163e+01 -9.137180584e+02 -9.137180584e+02 +3.3858e+00 +2.2983e+00 +4.1512e+00 -2.0041e+00 -2.7159e+00 +3.3702e+00 -4.0165e+00 +4.4364e-01 +7.9327e-01 -1.4060e+00 -1.6022e+00 -4.6218e+00 +1.5339e+00 -4.8140e+00 +2.9769e+00 +3.6249e+00 +1.3739e-02 +1.9074e+00 -2.3553e+00 -2.4343e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.500529437e+01 +8.500529437e+01 +1.085005294e+03 +1.085005294e+03 -1.8877e+00 +1.7909e+00 +3.5991e+00 -1.3341e+00 +1.1978e+00 -1.1672e+00 -6.5082e-01 +3.6051e+00 -4.4425e+00 +1.5189e+00 -3.9655e+00 -3.3423e+00 -3.1477e-01 -3.9799e+00 +1.5832e+00 -2.2492e+00 -1.9935e+00 -4.1417e-01 -2.9957e+00 -2.2418e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.619207405e+01 +8.619207405e+01 +3.706207405e+01 +3.706207405e+01 -2.7118e+00 -3.7723e+00 +3.3161e+00 -1.3975e+00 +3.1127e+00 +2.7749e+00 +4.3122e+00 -3.5093e+00 -2.7405e+00 +8.6610e-01 +1.9474e+00 +1.1692e+00 +2.9240e+00 +4.8228e-01 +2.9742e+00 -1.8931e+00 -4.7996e+00 +2.1129e+00 -6.4800e-01 -1.2131e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.612489592e+01 +8.612489592e+01 +3.838548959e+02 +3.838548959e+02 -1.7517e+00 -2.9208e+00 -1.3939e+00 -1.6221e+00 -3.8950e+00 +1.7373e+00 -3.7351e+00 +3.9607e+00 +1.5005e+00 -4.8886e+00 -4.1068e+00 -1.7496e-01 +4.6335e+00 +1.3266e+00 +2.4517e+00 +4.8362e+00 -4.5027e-01 -3.5812e+00 -4.3314e+00 -2.0303e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.588396640e+01 +8.588396640e+01 +1.374539664e+02 +1.374539664e+02 +7.0825e-01 -1.6152e+00 +2.5110e+00 +4.4474e+00 +9.8610e-01 -4.2925e+00 -1.8335e+00 +3.5769e+00 -2.9236e+00 +3.7751e+00 +3.0114e+00 +4.3100e+00 -1.5513e+00 -3.3404e+00 +3.0250e+00 +1.9832e+00 +4.8026e+00 -3.5243e+00 +4.9500e+00 -2.8986e+00
% function evaluation | noise-free fitness - Fopt (1.495000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.616463163e+01 +8.616463163e+01 +1.011146316e+02 +1.011146316e+02 +2.6276e+00 +2.2891e+00 -2.0745e+00 +4.5670e+00 -1.8487e+00 +3.4059e+00 +2.5557e+00 +2.8894e+00 +4.3837e+00 -2.5632e+00 -1.3596e+00 -2.5255e+00 -1.1228e+00 +2.8365e+00 -4.9482e+00 +2.6394e+00 -2.0641e-01 +3.0176e+00 +1.5172e+00 -1.9763e+00
% function evaluation | noise-free fitness - Fopt (6.938000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.642582847e+01 +8.642582847e+01 +1.558058285e+02 +1.558058285e+02 +2.0655e+00 +3.6934e-01 -4.9598e+00 -9.2662e-01 -2.0188e+00 +2.1980e+00 +2.2414e+00 +8.3874e-01 +3.1778e+00 +2.3290e+00 +2.2771e-01 +3.0009e+00 +4.0577e+00 +3.4941e+00 +4.4816e-02 -3.9884e+00 -4.3234e+00 -3.3523e+00 -2.7347e+00 -2.3403e+00
