% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.112312403e+06 +1.112312403e+06 +1.112436233e+06 +1.112436233e+06
2 +8.353945567e+05 +8.353945567e+05 +8.355183867e+05 +8.355183867e+05
3 +5.142336291e+05 +5.142336291e+05 +5.143574591e+05 +5.143574591e+05
11 +2.917744904e+05 +2.917744904e+05 +2.918983204e+05 +2.918983204e+05
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.609173835e+05 +6.609173835e+05 +6.609648935e+05 +6.609648935e+05
4 +5.000307897e+05 +5.000307897e+05 +5.000782997e+05 +5.000782997e+05
6 +3.625356126e+05 +3.625356126e+05 +3.625831226e+05 +3.625831226e+05
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.461575980e+05 +6.461575980e+05 +6.462129380e+05 +6.462129380e+05
2 +4.630995175e+05 +4.630995175e+05 +4.631548575e+05 +4.631548575e+05
8 +3.447652273e+05 +3.447652273e+05 +3.448205673e+05 +3.448205673e+05
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.098880622e+05 +5.098880622e+05 +5.097977322e+05 +5.097977322e+05
24 +3.675750491e+05 +3.675750491e+05 +3.674847191e+05 +3.674847191e+05
229 +2.101799929e+05 +2.101799929e+05 +2.100896629e+05 +2.100896629e+05
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.250750233e+06 +1.250750233e+06 +1.250815843e+06 +1.250815843e+06
2 +9.606325544e+05 +9.606325544e+05 +9.606981644e+05 +9.606981644e+05
5 +2.740114863e+05 +2.740114863e+05 +2.740770963e+05 +2.740770963e+05
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.675467790e+05 +8.675467790e+05 +8.675314190e+05 +8.675314190e+05
7 +3.686142178e+05 +3.686142178e+05 +3.685988578e+05 +3.685988578e+05
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.397097777e+05 +4.397097777e+05 +4.396965977e+05 +4.396965977e+05
10 +3.455600468e+05 +3.455600468e+05 +3.455468668e+05 +3.455468668e+05
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.843011364e+05 +5.843011364e+05 +5.842406164e+05 +5.842406164e+05
5 +2.854740558e+05 +2.854740558e+05 +2.854135358e+05 +2.854135358e+05
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.135990165e+05 +9.135990165e+05 +9.137834165e+05 +9.137834165e+05
5 +5.557427075e+05 +5.557427075e+05 +5.559271075e+05 +5.559271075e+05
