% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.247317015e+01 +5.247317015e+01 -5.007682985e+01 -5.007682985e+01 +3.7378e+00 +3.2359e+00 +3.2269e-01 -7.0925e-01 -6.1294e-01 -3.1936e+00 +3.6389e+00 +3.3520e+00 +3.6215e+00 +3.8452e+00 -3.1962e+00 -1.0168e+00 +6.9962e-02 -2.9170e+00 +9.4645e-01 -9.6028e-01 +1.8933e+00 +3.3944e+00 +1.3697e+00 +4.7876e+00
4 +2.188646848e+01 +2.188646848e+01 -8.066353152e+01 -8.066353152e+01 +2.0623e+00 +1.4493e+00 +4.5418e-02 +1.4254e+00 -3.7718e+00 -2.4020e+00 +4.9207e-01 +7.7022e-01 -3.5998e+00 -8.0087e-01 -1.6694e+00 +3.5233e+00 -1.6763e+00 +2.6776e+00 -1.7998e+00 -2.3755e+00 +6.7745e-01 +1.6586e+00 +5.0792e-01 -1.0667e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.436652839e+01 +6.436652839e+01 +1.360565284e+02 +1.360565284e+02 +2.2246e-01 +1.0348e+00 +3.4159e-01 -3.3307e-01 +3.7899e+00 +4.8916e+00 -4.4930e+00 +3.3286e+00 -9.5854e-01 -1.8435e+00 +3.5211e+00 +2.8303e-01 -1.1004e+00 -3.8486e+00 +4.5979e+00 -1.7352e+00 +1.8561e+00 +2.5605e+00 -4.1663e+00 +4.0255e+00
4 +2.748461974e+01 +2.748461974e+01 +9.917461974e+01 +9.917461974e+01 +1.2070e+00 +4.2543e+00 +1.0204e+00 -1.4012e+00 -2.5259e+00 -2.5298e-01 -2.0122e+00 +3.2540e+00 -1.7721e+00 +1.1443e+00 -2.5194e+00 +8.5861e-01 -1.6937e+00 +3.0237e+00 -2.7714e+00 -3.3276e+00 +3.4373e+00 +2.4346e+00 -1.2182e+00 +1.4768e+00
93 +1.967042269e+01 +1.967042269e+01 +9.136042269e+01 +9.136042269e+01 +2.3686e+00 -4.2507e+00 +4.7560e+00 +2.6971e-01 +5.9027e-01 +2.7371e+00 -2.6823e-01 -1.8663e+00 -1.6623e+00 -2.3495e+00 -7.9055e-01 +8.1202e-01 -3.4964e-01 +1.3233e+00 -3.2973e+00 -9.9869e-02 -1.1607e+00 -2.1318e+00 -2.5708e+00 +4.0041e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.515068893e+01 +4.515068893e+01 +2.591606889e+02 +2.591606889e+02 +4.8761e+00 -4.8077e-01 -2.9680e-02 -4.7037e+00 -1.7880e+00 -2.1913e+00 +2.2537e+00 -1.0368e+00 +4.1912e+00 -3.3221e+00 -1.6384e+00 -1.3601e+00 -4.0169e+00 +3.1954e+00 -4.2761e-01 -2.8902e+00 -2.4101e+00 +2.2383e+00 -3.1578e+00 +2.6265e+00
4 +3.069693844e+01 +3.069693844e+01 +2.447069384e+02 +2.447069384e+02 -1.4625e+00 +2.8583e+00 -2.3397e+00 -2.3932e+00 -5.8119e-01 +1.8607e-01 +2.5189e+00 -2.2087e+00 -5.9438e-01 -3.1105e+00 +2.4459e+00 -4.9336e-02 +3.0718e-01 +2.6223e+00 +7.4520e-01 -3.8302e+00 +4.9415e+00 -1.6231e+00 +4.5988e+00 -1.5461e+00
40 +2.159533843e+01 +2.159533843e+01 +2.356053384e+02 +2.356053384e+02 +9.8934e-01 -3.6022e+00 +1.3140e+00 +1.0363e+00 +2.1978e+00 +2.1016e+00 +1.2407e-01 +1.8547e+00 -1.2812e+00 -2.9412e-01 -2.3239e-01 -7.2125e-03 -4.6236e+00 +3.2941e+00 +7.5733e-01 +2.7621e+00 +4.6016e+00 -1.0591e+00 +7.0264e-01 +1.3424e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.542146432e+01 +3.542146432e+01 -2.305853568e+01 -2.305853568e+01 -3.5839e+00 -1.4776e+00 -5.0397e-01 -3.3591e+00 +3.8784e+00 +1.4547e+00 +4.8637e+00 -1.2973e-01 +1.8044e+00 -5.8672e-01 -4.1351e+00 +2.3436e+00 +3.9756e+00 -3.6045e+00 +2.7229e-01 -9.2052e-01 -2.4930e+00 -2.2604e+00 +1.4496e-01 -1.8054e+00
180 +2.103693578e+01 +2.103693578e+01 -3.744306422e+01 -3.744306422e+01 +1.2288e+00 -8.3707e-01 +2.5711e+00 +1.8219e+00 +2.1682e+00 -1.9219e+00 -1.5704e+00 +3.7306e+00 -1.3927e+00 +1.0475e+00 -1.8771e-01 +7.1031e-01 -2.2542e+00 -1.4274e+00 -2.4919e+00 -2.1091e+00 +3.0427e+00 +3.3981e+00 +4.4391e+00 -2.9663e+00
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.365777693e+01 +5.365777693e+01 -5.594222231e+02 -5.594222231e+02 +4.1215e+00 +3.8001e+00 -4.6414e+00 +6.4657e-01 -4.6503e+00 +2.4009e+00 -9.6713e-01 +4.7574e+00 -2.2553e+00 +4.2338e-02 -6.9937e-02 +1.4111e+00 +4.5334e+00 +2.9576e-01 +2.3811e+00 -1.9823e+00 -2.7752e+00 -4.1678e+00 -6.9373e-01 +4.7467e+00
9 +3.057202344e+01 +3.057202344e+01 -5.825079766e+02 -5.825079766e+02 +6.4664e-01 -2.0191e+00 -3.0062e+00 -1.2766e+00 -6.6763e-01 -4.4297e+00 -2.1633e+00 -1.4581e+00 +3.7850e+00 +6.9450e-01 -2.0354e+00 +5.2235e-01 +1.2316e+00 -4.3547e+00 +1.0166e+00 -2.6323e+00 -4.5043e+00 +3.3591e+00 -1.7887e+00 -1.4458e+00
17 +2.174828734e+01 +2.174828734e+01 -5.913317127e+02 -5.913317127e+02 -1.3679e+00 -2.5534e+00 -1.8690e+00 -1.8194e+00 +2.7041e-01 -4.0389e+00 +6.5744e-01 -1.7862e+00 -1.5958e+00 -4.3691e+00 -5.5702e-02 +5.7361e-01 -3.5960e+00 +3.2996e+00 +8.0649e-01 +8.2899e-01 -3.7451e-01 -2.3171e+00 +4.3309e-01 -3.9296e+00
125 +1.525897952e+01 +1.525897952e+01 -5.978210205e+02 -5.978210205e+02 -4.7185e+00 -1.6210e+00 -1.3768e+00 +1.2293e+00 +1.4705e+00 -7.1562e-01 -6.0418e-01 +2.4372e+00 -4.2601e+00 +2.0842e+00 -2.2877e+00 -1.6303e+00 -1.3126e+00 +1.6045e+00 +1.2021e+00 +3.0627e-01 +4.1061e-01 -3.1499e+00 +1.6612e+00 +7.0035e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.848957517e+01 +5.848957517e+01 -9.415104248e+02 -9.415104248e+02 +4.9813e-01 +2.0986e+00 -6.3391e-01 +1.3483e+00 -8.7766e-01 +4.9453e+00 -3.9974e-02 -1.3070e-01 +5.9651e-01 +2.7997e+00 +4.3145e+00 -2.0954e+00 -4.9814e+00 -3.3062e+00 -1.3752e+00 +4.6558e+00 -1.6291e+00 +3.2933e+00 -3.2535e+00 -2.6757e+00
6 +2.707979747e+01 +2.707979747e+01 -9.729202025e+02 -9.729202025e+02 +5.1339e-01 -2.1154e+00 +1.2063e+00 +1.1420e+00 -2.0238e+00 -1.4099e+00 -2.1309e-02 -3.1305e+00 -4.1601e-01 -6.9053e-01 -4.1244e+00 +3.1871e+00 +2.1904e+00 -1.6995e+00 -2.1640e+00 +6.5352e-03 -1.8238e+00 +2.7999e+00 +4.7408e+00 +3.4251e+00
63 +1.729107196e+01 +1.729107196e+01 -9.827089280e+02 -9.827089280e+02 -2.2827e+00 +7.0813e-01 +1.4752e+00 -2.8455e+00 -1.0605e+00 -1.5585e+00 -2.9499e+00 -1.7103e+00 -1.1966e-01 +5.1487e-01 -1.0065e+00 -4.7026e-01 -2.5914e-01 -2.8186e+00 +1.7783e+00 +3.2220e+00 +2.3061e+00 +2.4776e+00 +4.5837e-01 +4.1847e+00
% function evaluation | noise-free fitness - Fopt (-4.841800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
