% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.630308285e+01 +8.630308285e+01 -9.136969172e+02 -9.136969172e+02 -3.6417e+00 -1.2133e+00 +9.1356e-01 +4.1686e-01 +2.9870e+00 -3.4970e-01 -5.4148e-01 +2.2654e+00 -1.6651e-01 -3.0222e+00 +1.0294e+00 +2.0488e+00 +1.0122e+00 +9.4128e-01 +3.5682e+00 +2.3155e+00 -3.5846e+00 -2.6527e-01 +3.8660e+00 +2.1366e+00
1795 +6.243903967e+01 +6.243903967e+01 -9.375609603e+02 -9.375609603e+02 +2.9164e+00 +6.7057e-01 +3.3026e+00 +3.3282e+00 +1.6843e+00 -1.8153e+00 +2.0766e+00 +4.7904e-01 +1.1300e+00 -4.0988e+00 -2.7477e+00 +3.4434e+00 -2.3717e+00 +2.0118e-01 +3.4965e+00 +1.7960e+00 +5.9791e-01 -3.4596e+00 +2.2394e+00 -2.3595e-01
3176 +3.903363679e+01 +3.903363679e+01 -9.609663632e+02 -9.609663632e+02 +2.7346e+00 +7.2973e-01 +3.2726e+00 +2.9886e+00 +1.2827e+00 -1.6265e+00 +1.9409e+00 +3.3932e-01 +1.4976e+00 -3.7633e+00 -2.4729e+00 +3.1566e+00 -2.0128e+00 +1.5585e-01 +3.4032e+00 +1.7998e+00 +7.2202e-01 -3.3055e+00 +1.8778e+00 -3.3884e-01
3966 +2.498597858e+01 +2.498597858e+01 -9.750140214e+02 -9.750140214e+02 +2.5997e+00 +7.6340e-01 +3.1191e+00 +2.8390e+00 +1.4638e+00 -1.7816e+00 +1.5837e+00 +5.8754e-02 +1.4292e+00 -4.0375e+00 -2.3490e+00 +2.8933e+00 -1.8109e+00 +9.5979e-02 +3.5252e+00 +1.5475e+00 +6.8686e-01 -2.9290e+00 +1.7554e+00 -3.8157e-01
5464 +1.542314780e+01 +1.542314780e+01 -9.845768522e+02 -9.845768522e+02 +2.3471e+00 +8.9678e-01 +3.0473e+00 +2.6151e+00 +1.4510e+00 -2.1775e+00 +1.5300e+00 -9.2730e-02 +1.7978e+00 -3.7829e+00 -2.2365e+00 +2.7161e+00 -1.6450e+00 +2.4135e-02 +3.9009e+00 +1.7446e+00 +9.5117e-01 -2.6610e+00 +1.5239e+00 -2.9458e-01
6452 +9.888991818e+00 +9.888991818e+00 -9.901110082e+02 -9.901110082e+02 +1.9040e+00 +6.7655e-01 +2.9938e+00 +2.4824e+00 +1.3094e+00 -2.1230e+00 +1.6614e+00 -2.8358e-01 +1.9718e+00 -3.7371e+00 -2.4005e+00 +2.6527e+00 -1.3955e+00 -2.6011e-01 +3.6911e+00 +1.6302e+00 +1.1384e+00 -2.5745e+00 +1.4665e+00 -2.7143e-01
8231 +5.795140994e+00 +5.795140994e+00 -9.942048590e+02 -9.942048590e+02 +1.6862e+00 +6.7184e-01 +2.9249e+00 +2.1733e+00 +8.0415e-01 -2.5413e+00 +1.5430e+00 -4.2328e-01 +2.4562e+00 -3.5114e+00 -2.4668e+00 +2.6148e+00 -1.2769e+00 -4.5120e-01 +3.8361e+00 +1.4997e+00 +1.2099e+00 -2.5871e+00 +1.2638e+00 -4.8383e-01
8749 +3.937353701e+00 +3.937353701e+00 -9.960626463e+02 -9.960626463e+02 +1.6875e+00 +3.7750e-01 +3.0881e+00 +2.1064e+00 +9.7888e-01 -2.7765e+00 +1.3295e+00 -6.0418e-01 +2.6637e+00 -3.7325e+00 -2.3931e+00 +2.7674e+00 -1.2387e+00 -6.6090e-01 +3.7576e+00 +1.5290e+00 +1.3154e+00 -2.3972e+00 +1.4771e+00 -3.6987e-01
9871 +2.414036837e+00 +2.414036837e+00 -9.975859632e+02 -9.975859632e+02 +1.7060e+00 +2.6882e-01 +2.8951e+00 +2.1087e+00 +7.1768e-01 -2.5636e+00 +1.0062e+00 -5.3351e-01 +2.9757e+00 -3.6684e+00 -2.2191e+00 +2.6352e+00 -1.0762e+00 -1.0369e+00 +3.8860e+00 +1.6343e+00 +1.2004e+00 -2.5333e+00 +1.2580e+00 -1.4449e-01
11631 +1.583967216e+00 +1.583967216e+00 -9.984160328e+02 -9.984160328e+02 +1.3245e+00 +3.5558e-02 +3.1575e+00 +1.6908e+00 +5.2180e-01 -3.0425e+00 +7.6267e-01 -7.3502e-01 +3.2083e+00 -3.1939e+00 -1.9061e+00 +2.6467e+00 -1.1251e+00 -1.1814e+00 +3.5606e+00 +1.6460e+00 +1.1988e+00 -2.4124e+00 +1.3922e+00 +5.9029e-02
