% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.686490951e+01 +1.686490951e+01 -7.509048592e-02 -7.509048592e-02 +1.1132e+00 +2.7929e+00 -1.0290e+00 -2.3166e+00 +6.3714e-01
3 +1.100489206e+01 +1.100489206e+01 -5.935107937e+00 -5.935107937e+00 +3.8071e+00 -3.4895e+00 -2.4279e+00 +2.3132e+00 -9.5631e-01
22 +8.390269506e+00 +8.390269506e+00 -8.549730494e+00 -8.549730494e+00 +2.9446e+00 -1.7077e+00 -9.3566e-01 -5.1310e-01 +1.7546e+00
50 +4.782924202e+00 +4.782924202e+00 -1.215707580e+01 -1.215707580e+01 +3.9063e+00 +3.5735e+00 +5.4479e-02 -4.8928e-01 +2.2175e-01
212 +3.671512126e+00 +3.671512126e+00 -1.326848787e+01 -1.326848787e+01 +4.0829e+00 +3.5915e+00 +1.8703e-01 -5.1930e-01 +2.7906e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.223434770e+01 +1.223434770e+01 +3.104434770e+01 +3.104434770e+01 +3.7997e+00 -1.2143e+00 -2.2456e-01 +2.6364e+00 +3.1771e+00
6 +6.628038017e+00 +6.628038017e+00 +2.543803802e+01 +2.543803802e+01 +1.4221e+00 +2.1472e+00 -1.3051e+00 +2.8775e+00 -1.0312e+00
25 +5.940372121e+00 +5.940372121e+00 +2.475037212e+01 +2.475037212e+01 +1.4903e+00 +2.0798e+00 -1.3829e+00 +2.7817e+00 -9.6348e-01
95 +3.101132430e+00 +3.101132430e+00 +2.191113243e+01 +2.191113243e+01 -8.0673e-01 +2.2730e+00 -2.8113e+00 +1.3619e-01 +3.1980e-01
213 +2.137645032e+00 +2.137645032e+00 +2.094764503e+01 +2.094764503e+01 -8.4142e-01 +2.2179e+00 -2.8084e+00 +8.3304e-02 +3.2262e-01
224 +1.482125747e+00 +1.482125747e+00 +2.029212575e+01 +2.029212575e+01 +3.5155e-01 +1.3287e+00 -9.9824e-01 -4.5160e-01 +2.4909e+00
485 +6.150675201e-01 +6.150675201e-01 +1.942506752e+01 +1.942506752e+01 -2.2403e-01 +1.6835e+00 -1.2190e+00 -2.1428e-01 +1.9878e+00
1006 +2.878964957e-01 +2.878964957e-01 +1.909789650e+01 +1.909789650e+01 -1.9175e-01 +1.8606e+00 -1.0535e+00 -1.9208e-01 +1.7111e+00
1610 +2.137978769e-01 +2.137978769e-01 +1.902379788e+01 +1.902379788e+01 -1.9799e-01 +1.9008e+00 -1.0358e+00 -2.1516e-01 +1.6963e+00
2376 +7.901681825e-02 +7.901681825e-02 +1.888901682e+01 +1.888901682e+01 -1.8623e-01 +1.8668e+00 -8.2624e-01 -3.8099e-02 +1.6994e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.696824480e+01 +1.696824480e+01 +2.901182448e+02 +2.901182448e+02 -2.1768e+00 -8.0147e-01 -2.8416e-01 +2.1950e+00 -9.0657e-01
6 +4.416097057e+00 +4.416097057e+00 +2.775660971e+02 +2.775660971e+02 -1.8721e+00 -3.1050e-02 -1.5417e+00 +2.9592e+00 +3.4865e+00
83 +3.378808018e+00 +3.378808018e+00 +2.765288080e+02 +2.765288080e+02 -2.5205e+00 +1.9335e+00 -2.0590e-01 +1.5480e+00 +5.9727e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.289276343e+01 +8.289276343e+01 +1.200727634e+02 +1.200727634e+02 +2.1753e+00 +4.9313e-01 -1.8661e+00 +1.3099e+00 +3.1912e-01
2 +1.410631907e+01 +1.410631907e+01 +5.128631907e+01 +5.128631907e+01 -1.0088e+00 -1.3470e+00 -2.8586e-01 +9.0693e-01 -6.0398e-01
4 +9.532225236e+00 +9.532225236e+00 +4.671222524e+01 +4.671222524e+01 -1.2783e+00 +1.0884e+00 +2.7745e+00 +9.1196e-01 -8.5386e-02
12 +2.633920516e+00 +2.633920516e+00 +3.981392052e+01 +3.981392052e+01 -2.0319e+00 +1.7457e+00 +3.5662e+00 +1.0776e+00 -2.6496e+00
21 +2.301043964e+00 +2.301043964e+00 +3.948104396e+01 +3.948104396e+01 -2.0962e+00 +1.7374e+00 +3.4826e+00 +1.1151e+00 -2.6084e+00
420 +1.092139975e+00 +1.092139975e+00 +3.827213997e+01 +3.827213997e+01 -2.2964e+00 +1.7331e+00 +3.6731e+00 +1.1627e+00 -2.7151e+00
555 +9.563750147e-01 +9.563750147e-01 +3.813637501e+01 +3.813637501e+01 -2.3896e+00 +1.6975e+00 +3.7126e+00 +1.1230e+00 -2.7028e+00
805 +5.953225553e-01 +5.953225553e-01 +3.777532256e+01 +3.777532256e+01 -2.4418e+00 +1.7041e+00 +3.7626e+00 +1.0465e+00 -2.8021e+00
2575 +3.113905877e-01 +3.113905877e-01 +3.749139059e+01 +3.749139059e+01 -2.5978e+00 +1.8800e+00 +3.8511e+00 +1.0681e+00 -2.8868e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.988165385e+01 +1.988165385e+01 -1.280183462e+02 -1.280183462e+02 -1.6362e+00 +3.1074e+00 +3.0560e+00 +3.9070e+00 -1.1832e+00
2 +8.666418183e+00 +8.666418183e+00 -1.392335818e+02 -1.392335818e+02 +3.3639e+00 -1.0413e+00 -5.4049e-01 +4.7086e-01 -2.2485e+00
7 +3.764189883e+00 +3.764189883e+00 -1.441358101e+02 -1.441358101e+02 -3.0158e+00 +4.0582e-01 +1.2036e+00 -2.5310e+00 -2.7250e+00
285 +2.372486426e+00 +2.372486426e+00 -1.455275136e+02 -1.455275136e+02 -3.0405e+00 +5.3382e-01 +1.0185e+00 -2.5991e+00 -2.9105e+00
5470 +1.539470067e+00 +1.539470067e+00 -1.463605299e+02 -1.463605299e+02 -2.6263e+00 +1.0483e-01 +1.6331e+00 -2.8656e+00 -3.1905e+00
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.526012564e+01 +1.526012564e+01 +1.315201256e+02 +1.315201256e+02 +4.2318e-01 +1.0062e+00 +1.2456e+00 +2.3139e+00 +1.7211e+00
4 +6.953268760e+00 +6.953268760e+00 +1.232132688e+02 +1.232132688e+02 +9.8475e-01 -2.7710e+00 -2.4280e-01 +1.4213e+00 -2.5020e+00
29 +5.405220333e+00 +5.405220333e+00 +1.216652203e+02 +1.216652203e+02 +8.9367e-01 -2.8122e+00 -2.7386e-01 +1.3476e+00 -2.4931e+00
112 +3.657453315e+00 +3.657453315e+00 +1.199174533e+02 +1.199174533e+02 -1.6459e+00 -2.8618e+00 -1.9161e+00 +7.8037e-01 -2.2323e+00
377 +2.394719306e+00 +2.394719306e+00 +1.186547193e+02 +1.186547193e+02 -1.7961e+00 -3.0086e+00 -1.7927e+00 +8.5500e-01 -2.2820e+00
2408 +1.570332177e+00 +1.570332177e+00 +1.178303322e+02 +1.178303322e+02 -1.9956e+00 -2.5790e+00 -1.6055e+00 +9.4557e-01 -1.8375e+00
4058 +8.865308514e-01 +8.865308514e-01 +1.171465309e+02 +1.171465309e+02 -2.0350e+00 -2.2882e+00 -1.6548e+00 +7.6035e-01 -1.6015e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.710522772e+01 +1.710522772e+01 -9.828947723e+02 -9.828947723e+02 +3.5763e-02 -3.4407e+00 +1.8174e+00 -1.0269e+00 +4.0815e-01
2 +1.179184206e+01 +1.179184206e+01 -9.882081579e+02 -9.882081579e+02 -3.8031e+00 -3.2540e-01 +4.2036e-01 +2.5925e+00 +2.1316e+00
13 +7.374463616e+00 +7.374463616e+00 -9.926255364e+02 -9.926255364e+02 -1.5387e+00 +2.4852e+00 -3.1330e+00 +1.0329e+00 -1.8123e+00
117 +5.841641138e+00 +5.841641138e+00 -9.941583589e+02 -9.941583589e+02 -3.6728e+00 -2.1510e+00 -7.4530e-02 +2.2188e+00 +5.8631e-01
249 +3.854197730e+00 +3.854197730e+00 -9.961458023e+02 -9.961458023e+02 -3.2971e+00 -1.2684e+00 -2.8746e-01 +2.8510e+00 +5.3576e-01
% function evaluation | noise-free fitness - Fopt (-9.193000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.039152806e+01 +1.039152806e+01 -8.153847194e+01 -8.153847194e+01 +2.3728e+00 -1.5326e+00 -2.1929e+00 +3.3254e+00 +1.9244e+00
9 +7.274892676e+00 +7.274892676e+00 -8.465510732e+01 -8.465510732e+01 +2.4120e+00 -2.9748e-02 -7.2462e-01 +3.0169e+00 -6.5543e-01
21 +4.857012705e+00 +4.857012705e+00 -8.707298730e+01 -8.707298730e+01 +2.4545e+00 +3.3333e-02 -8.1288e-01 +2.9599e+00 -5.6701e-01
39 +3.631519316e+00 +3.631519316e+00 -8.829848068e+01 -8.829848068e+01 +2.4858e+00 -4.6265e-02 -8.1494e-01 +2.9252e+00 -5.7325e-01
218 +2.483212948e+00 +2.483212948e+00 -8.944678705e+01 -8.944678705e+01 +1.8132e+00 -1.9952e+00 -2.1056e+00 +2.1429e+00 +4.7539e-02
2239 +1.545992804e+00 +1.545992804e+00 -9.038400720e+01 -9.038400720e+01 +1.6495e+00 -1.9420e+00 -2.0358e+00 +2.1021e+00 -1.7349e-01
3372 +9.834404310e-01 +9.834404310e-01 -9.094655957e+01 -9.094655957e+01 +1.4135e+00 -1.8962e+00 -1.8842e+00 +1.7950e+00 -3.0617e-01
7039 +6.255005929e-01 +6.255005929e-01 -9.130449941e+01 -9.130449941e+01 +1.3761e+00 -1.8552e+00 -1.8077e+00 +1.6781e+00 -3.7502e-01
% function evaluation | noise-free fitness - Fopt (1.487500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.156559230e+01 +5.156559230e+01 +2.003155923e+02 +2.003155923e+02 -3.3765e+00 +3.7180e+00 +2.7024e+00 -4.5706e-01 +3.9340e+00
2 +2.138528109e+01 +2.138528109e+01 +1.701352811e+02 +1.701352811e+02 -3.2504e+00 -2.3500e+00 +1.9954e+00 -1.7056e+00 +1.3589e+00
4 +1.514580220e+01 +1.514580220e+01 +1.638958022e+02 +1.638958022e+02 -3.3340e+00 -9.4286e-01 +3.1842e+00 +1.6712e+00 +1.2550e+00
6 +6.545354604e+00 +6.545354604e+00 +1.552953546e+02 +1.552953546e+02 +1.5559e-01 +2.7147e-01 +6.6305e-01 +1.7683e+00 +8.9853e-01
7 +6.025640487e+00 +6.025640487e+00 +1.547756405e+02 +1.547756405e+02 +1.6910e+00 -3.0337e+00 +1.0141e+00 +1.8589e+00 +1.6842e-01
76 +3.688622235e+00 +3.688622235e+00 +1.524386222e+02 +1.524386222e+02 +2.3158e+00 -2.1715e+00 -1.5213e+00 +1.6628e+00 -1.8236e+00
203 +2.472395191e+00 +2.472395191e+00 +1.512223952e+02 +1.512223952e+02 +2.0685e+00 -2.2493e+00 -1.2845e+00 +1.5139e+00 -1.8901e+00
1123 +1.517150370e+00 +1.517150370e+00 +1.502671504e+02 +1.502671504e+02 +1.9324e+00 -2.4101e+00 -1.1587e+00 +1.2807e+00 -1.9996e+00
% function evaluation | noise-free fitness - Fopt (-1.483000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.228976089e+01 +2.228976089e+01 -1.260102391e+02 -1.260102391e+02 +2.7746e+00 -5.6973e-01 +6.3584e-01 +2.0148e+00 -1.0277e+00
2 +9.044175526e+00 +9.044175526e+00 -1.392558245e+02 -1.392558245e+02 +1.1169e+00 +1.0169e+00 +4.4155e-01 +3.0979e+00 +3.3209e+00
33 +4.441473717e+00 +4.441473717e+00 -1.438585263e+02 -1.438585263e+02 +3.8332e+00 +1.5463e+00 -2.0744e+00 +2.2318e+00 +1.2150e+00
95 +3.373956404e+00 +3.373956404e+00 -1.449260436e+02 -1.449260436e+02 +2.7338e+00 +1.6669e+00 -3.4823e+00 +3.4481e+00 -6.1219e-02
2374 +2.447470590e+00 +2.447470590e+00 -1.458525294e+02 -1.458525294e+02 +1.6530e+00 +3.5499e+00 -3.6128e+00 +3.4885e+00 +3.2846e+00
6120 +1.480336321e+00 +1.480336321e+00 -1.468196637e+02 -1.468196637e+02 +1.1844e+00 +3.3896e+00 -3.0858e+00 +4.0861e+00 +3.4505e+00
% function evaluation | noise-free fitness - Fopt (1.702000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.587010366e+01 +1.587010366e+01 +3.289010366e+01 +3.289010366e+01 -2.0066e+00 +3.5900e+00 +2.3264e+00 -2.6755e+00 +9.2765e-01
3 +6.893233737e+00 +6.893233737e+00 +2.391323374e+01 +2.391323374e+01 +8.5597e-01 -2.4587e+00 +5.8948e-01 -2.0939e+00 -9.8129e-02
80 +4.134646491e+00 +4.134646491e+00 +2.115464649e+01 +2.115464649e+01 -7.3993e-01 +1.3687e+00 +5.8732e-01 -3.9041e+00 +1.8406e+00
213 +3.860865263e+00 +3.860865263e+00 +2.088086526e+01 +2.088086526e+01 -6.4219e-01 +1.2700e+00 +4.9774e-01 -3.8998e+00 +1.9009e+00
380 +2.470278637e+00 +2.470278637e+00 +1.949027864e+01 +1.949027864e+01 +3.4548e+00 +1.8362e-01 +2.1458e+00 -3.8005e+00 -1.1780e+00
3363 +1.484639465e+00 +1.484639465e+00 +1.850463947e+01 +1.850463947e+01 -8.0710e-01 +9.3805e-01 +1.2680e-01 -3.6193e+00 +1.9418e+00
3900 +9.081988288e-01 +9.081988288e-01 +1.792819883e+01 +1.792819883e+01 -7.9526e-01 +9.0699e-01 +2.7733e-02 -3.5565e+00 +2.0079e+00
% function evaluation | noise-free fitness - Fopt (-2.202000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.023237927e+01 +2.023237927e+01 -1.999676207e+02 -1.999676207e+02 +3.5297e+00 +1.7952e+00 -2.1973e+00 +2.0646e+00 +4.8019e-01
6 +3.548626142e+00 +3.548626142e+00 -2.166513739e+02 -2.166513739e+02 -2.5761e+00 -5.2002e-01 -1.1964e-01 +1.9619e+00 +9.9437e-01
161 +2.447919425e+00 +2.447919425e+00 -2.177520806e+02 -2.177520806e+02 -2.5657e+00 -5.0917e-01 -4.7640e-02 +2.0196e+00 +8.3382e-01
544 +1.496881115e+00 +1.496881115e+00 -2.187031189e+02 -2.187031189e+02 -2.6606e+00 -3.7642e-01 -1.4205e-01 +2.7789e+00 +3.8724e-01
2059 +9.976594997e-01 +9.976594997e-01 -2.192023405e+02 -2.192023405e+02 -2.9165e+00 -5.0539e-01 +1.1586e-01 +2.9411e+00 +4.8261e-01
2582 +6.205167315e-01 +6.205167315e-01 -2.195794833e+02 -2.195794833e+02 -2.9677e+00 -5.1990e-01 +7.6062e-02 +3.1743e+00 +4.6579e-01
% function evaluation | noise-free fitness - Fopt (-2.041000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.220780240e+01 +5.220780240e+01 +3.179780240e+01 +3.179780240e+01 -5.3985e-02 +3.2297e+00 +3.9352e+00 -2.6426e+00 +3.1694e+00
2 +1.153803924e+01 +1.153803924e+01 -8.871960759e+00 -8.871960759e+00 +2.0964e+00 -1.2178e+00 -1.3956e+00 -4.2688e-02 +7.1217e-01
25 +9.465459809e+00 +9.465459809e+00 -1.094454019e+01 -1.094454019e+01 +1.9730e+00 -1.6706e+00 +9.1419e-01 +1.9355e+00 +8.8592e-01
