% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.536565865e+01 +8.536565865e+01 +1.261456586e+02 +1.261456586e+02 -4.2477e+00 -2.9012e+00 -2.0074e+00 +1.3384e+00 +1.4732e+00 +3.1215e+00 -4.7002e+00 -4.9592e+00 +2.1523e+00 -4.2341e+00 -1.4183e+00 +3.8400e+00 +2.0902e+00 -2.8948e+00 -2.0017e+00 +1.9759e+00 -1.7724e+00 -6.2718e-01 +4.1333e+00 +1.5934e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.602116466e+01 +8.602116466e+01 +8.442116466e+01 +8.442116466e+01 -1.0808e+00 -4.3812e+00 +8.2033e-01 +3.9556e+00 +1.2541e+00 +1.6317e+00 +4.6236e+00 +6.6257e-01 -3.8571e+00 -4.9064e+00 -3.3357e+00 +4.7360e+00 -4.9977e+00 -6.4789e-01 -1.5797e+00 +3.7518e+00 +3.2346e+00 +2.7248e+00 -1.6437e+00 +4.0164e+00
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.498952246e+01 +8.498952246e+01 -2.858504775e+02 -2.858504775e+02 +2.2204e+00 +3.9771e+00 -1.5246e+00 +3.9892e-01 +1.9154e+00 -4.3650e+00 -8.1907e-01 -1.6949e+00 +2.1935e+00 -4.9766e+00 +5.9707e-01 +4.0045e+00 -9.4617e-01 -2.5136e+00 -4.5171e+00 +2.5670e+00 +2.9471e+00 +1.0419e+00 -6.4811e-02 -1.1271e+00
% function evaluation | noise-free fitness - Fopt (-3.256000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.426011409e+01 +8.426011409e+01 +5.170011409e+01 +5.170011409e+01 +6.0630e-01 +1.4727e+00 -1.9898e+00 +2.7687e+00 -3.2761e-01 +6.0788e-01 -3.2953e+00 -3.2460e-02 +4.8933e+00 -4.8590e+00 -1.5563e+00 -1.6103e+00 +1.5187e+00 +1.1583e+00 +2.7645e+00 -1.6687e+00 -4.9156e-01 +4.1270e+00 +1.0146e+00 +3.3859e+00
% function evaluation | noise-free fitness - Fopt (5.154000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.219712594e+01 +8.219712594e+01 +5.975971259e+02 +5.975971259e+02 -2.4554e+00 -3.7587e+00 +4.7899e+00 -2.5780e+00 +5.9132e-02 -6.3045e-01 +3.2899e+00 -1.5066e+00 -1.3736e+00 +8.1525e-01 +2.5506e+00 -4.9630e+00 -2.0159e+00 +2.4003e+00 +2.4741e+00 -2.2450e+00 +2.3885e+00 +3.3219e+00 +3.2409e+00 -2.8268e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.469606072e+01 +8.469606072e+01 -9.153039393e+02 -9.153039393e+02 -2.0402e+00 +3.3675e+00 +2.4156e+00 +9.5308e-01 -2.3097e+00 +3.6966e+00 -4.1378e+00 +9.6766e-02 +3.6155e+00 +1.9077e+00 -9.5410e-01 -1.3616e+00 +2.2151e+00 +1.6824e+00 -1.2140e+00 -1.0233e+00 -3.1095e+00 -2.9668e+00 +2.6703e+00 +3.0412e+00
