% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.301146210e+06 +5.301146210e+06 +5.301222480e+06 +5.301222480e+06
2 +3.159960466e+06 +3.159960466e+06 +3.160036736e+06 +3.160036736e+06
6 +5.866021487e+02 +5.866021487e+02 +6.628721487e+02 +6.628721487e+02
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.691895172e+05 +5.691895172e+05 +5.691669672e+05 +5.691669672e+05
4 +7.851160052e+04 +7.851160052e+04 +7.848905052e+04 +7.848905052e+04
31 +2.850114413e+04 +2.850114413e+04 +2.847859413e+04 +2.847859413e+04
62 +1.096709357e+04 +1.096709357e+04 +1.094454357e+04 +1.094454357e+04
178 +2.240567798e+03 +2.240567798e+03 +2.218017798e+03 +2.218017798e+03
183 +7.797906236e+02 +7.797906236e+02 +7.572406236e+02 +7.572406236e+02
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.400829325e+07 +2.400829325e+07 +2.400830691e+07 +2.400830691e+07
2 +2.979222608e+06 +2.979222608e+06 +2.979236268e+06 +2.979236268e+06
3 +2.265582017e+06 +2.265582017e+06 +2.265595677e+06 +2.265595677e+06
6 +1.702595180e+05 +1.702595180e+05 +1.702731780e+05 +1.702731780e+05
8 +7.639833289e+04 +7.639833289e+04 +7.641199289e+04 +7.641199289e+04
9 +1.407555935e+04 +1.407555935e+04 +1.408921935e+04 +1.408921935e+04
24 +5.653414154e+03 +5.653414154e+03 +5.667074154e+03 +5.667074154e+03
73 +6.078292168e+02 +6.078292168e+02 +6.214892168e+02 +6.214892168e+02
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
