% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.107399959e+05 +2.107399959e+05 +2.108162659e+05 +2.108162659e+05 +4.5375e+00 -3.4494e+00 +6.7592e-01 +3.6314e-01 +4.2355e-01 +4.1727e+00 +5.4435e-01 +7.8102e-01 -6.4367e-01 +3.6367e+00 +5.1088e-01 +1.5977e+00 -1.0431e+00 -2.1360e-01 +9.0054e-01 +3.1583e+00 +4.4176e+00 +3.1103e+00 -1.8978e-01 -2.3449e-01
4 +1.440683755e+05 +1.440683755e+05 +1.441446455e+05 +1.441446455e+05 -1.1986e+00 +7.0577e-01 +1.6777e-01 -2.5150e+00 -1.0701e+00 -2.4414e+00 -3.7739e+00 -2.6156e+00 -4.1691e+00 +1.8338e+00 +4.2354e+00 -4.3036e-01 -2.5336e-03 +3.6081e+00 -4.2831e+00 -3.0779e+00 -1.5822e+00 -5.0595e-01 +1.3896e+00 -2.3620e+00
7 +2.640663925e+04 +2.640663925e+04 +2.648290925e+04 +2.648290925e+04 +1.9922e+00 -1.1029e+00 -3.7048e+00 -7.5729e-01 +1.6947e+00 -2.2411e-01 -3.4393e+00 +1.6912e+00 -1.8384e+00 +4.3287e+00 -1.0247e+00 +3.8374e+00 -1.5577e+00 -3.6827e+00 +4.5675e+00 +4.9920e+00 -1.4951e+00 +1.4080e+00 -1.0732e+00 -2.6611e+00
25 +2.801813727e+03 +2.801813727e+03 +2.878083727e+03 +2.878083727e+03 -8.1188e-01 -2.7740e+00 -1.5544e+00 +4.6356e+00 -1.5120e+00 -3.9775e+00 -1.5705e+00 +4.1428e+00 +3.9747e+00 +4.6392e+00 +4.7649e+00 -3.8138e+00 +1.3102e+00 +1.7886e+00 -4.9373e+00 -4.2315e+00 +3.9970e-01 +2.1496e+00 -7.9809e-01 -2.8143e+00
80 +2.324978234e+02 +2.324978234e+02 +3.087678234e+02 +3.087678234e+02 +6.9962e-01 +1.1124e+00 +2.4151e-01 -6.0208e-01 +3.5176e+00 -3.0516e+00 -4.9337e+00 -3.8159e+00 +2.0700e+00 -2.2885e+00 -3.4566e-01 +5.6465e-01 -4.3578e+00 +1.9912e+00 -3.9827e+00 -4.0556e+00 +4.8109e+00 -7.1692e-01 -2.7566e+00 +3.8376e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.532339507e+06 +5.532339507e+06 +5.532316957e+06 +5.532316957e+06 +1.0047e+00 +2.0223e-01 -2.0913e+00 +1.3809e+00 +3.2954e+00 +2.7232e+00 +3.3534e+00 +1.3367e+00 +3.1046e+00 +3.7210e+00 -6.8178e-01 -1.4375e+00 +4.0460e+00 -1.1391e-02 -3.9973e-01 +2.4095e+00 -1.4275e+00 +1.3246e+00 -1.8920e+00 +1.9016e+00
5 +2.170234467e+02 +2.170234467e+02 +1.944734467e+02 +1.944734467e+02 -1.2447e+00 +1.0594e-01 +2.9470e+00 +2.8998e+00 -2.7884e+00 +1.5087e+00 -4.4870e+00 -4.5075e+00 -1.0267e+00 -1.4151e+00 +3.6077e+00 -4.5068e-02 +2.3589e+00 +2.8990e-01 -2.5983e+00 +3.0544e+00 -2.6793e+00 +6.1807e-01 -3.5431e+00 -2.9847e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.280306172e+07 +1.280306172e+07 +1.280307538e+07 +1.280307538e+07 -2.6601e+00 +1.0186e-01 -4.9687e+00 -1.7880e+00 -1.9493e+00 +2.1540e-01 +3.8687e+00 +1.1897e+00 -2.1488e-01 -2.4543e-01 +1.5823e-01 -2.4852e+00 -3.3036e+00 -2.6503e+00 +4.7832e+00 +9.5891e-01 +1.7598e+00 -4.2791e+00 +3.5099e+00 -1.6927e+00
2 +3.236451521e+06 +3.236451521e+06 +3.236465181e+06 +3.236465181e+06 +2.6103e+00 +2.6268e+00 +2.7049e-01 -1.7308e+00 +1.7614e+00 -2.3444e+00 +1.8535e+00 -3.6319e+00 -2.3472e+00 +1.0836e+00 -3.7799e+00 -4.3653e+00 +4.0375e+00 +3.8183e-02 -2.7489e+00 +2.3505e+00 -6.0497e-02 +6.0329e-01 +1.9848e-01 +3.3158e+00
4 +1.621681254e+05 +1.621681254e+05 +1.621817854e+05 +1.621817854e+05 +4.5714e+00 -1.5800e+00 -1.8951e-01 -3.0825e+00 -4.7363e-01 -3.6406e+00 +4.7275e+00 +1.9487e+00 +2.5021e-01 -4.1339e+00 +4.9475e+00 +4.0369e-01 +4.4184e+00 +2.4174e-01 +3.0407e-01 -1.3528e+00 -2.9607e+00 +4.0969e+00 -2.3352e+00 -4.5014e+00
5 +3.667852332e+04 +3.667852332e+04 +3.669218332e+04 +3.669218332e+04 +2.8641e+00 -4.1707e+00 -1.2442e+00 +4.9180e+00 +4.7822e+00 -1.8622e+00 -4.3792e+00 -2.5613e-01 +1.0098e+00 -1.8443e+00 +4.3094e+00 +3.4409e+00 -1.6842e+00 +3.1779e+00 -6.0348e-03 -3.2150e+00 +3.5184e+00 -2.6042e+00 +2.2909e+00 +3.4470e+00
