% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.875014055e+01 +6.875014055e+01 -3.379985945e+01 -3.379985945e+01 -8.1046e-02 -3.2106e+00 -2.9449e+00
3 +4.854171350e+00 +4.854171350e+00 -9.769582865e+01 -9.769582865e+01 -2.8246e+00 +1.2939e+00 +1.5201e-01
12 +1.802997099e+00 +1.802997099e+00 -1.007470029e+02 -1.007470029e+02 -1.7141e+00 +2.2258e+00 -1.4946e+00
90 +1.453710104e+00 +1.453710104e+00 -1.010962899e+02 -1.010962899e+02 -3.6952e+00 +2.7244e+00 -2.8797e+00
335 +2.035451604e-01 +2.035451604e-01 -1.023464548e+02 -1.023464548e+02 -3.7858e+00 +2.7708e+00 -2.8316e+00
4081 +5.747182573e-02 +5.747182573e-02 -1.024925282e+02 -1.024925282e+02 -1.6769e+00 +1.6959e+00 -1.5503e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.684170301e+00 +5.684170301e+00 +7.737417030e+01 +7.737417030e+01 +1.3334e+00 -2.6250e-01 +7.7748e-02
39 +1.021214156e+00 +1.021214156e+00 +7.271121416e+01 +7.271121416e+01 +1.3914e+00 -3.4732e-01 -1.4583e-03
384 +9.926353439e-01 +9.926353439e-01 +7.268263534e+01 +7.268263534e+01 +3.6060e+00 +2.2790e+00 -3.6945e+00
949 +4.135797674e-01 +4.135797674e-01 +7.210357977e+01 +7.210357977e+01 +2.5701e-01 -9.2195e-01 +1.5650e-02
1069 +1.798049605e-01 +1.798049605e-01 +7.186980496e+01 +7.186980496e+01 +2.6604e-01 -8.9223e-01 +5.6372e-02
2184 +9.298270534e-02 +9.298270534e-02 +7.178298271e+01 +7.178298271e+01 +4.4722e-01 -7.9792e-01 -1.6804e-01
3433 +5.753050132e-02 +5.753050132e-02 +7.174753050e+01 +7.174753050e+01 +5.9580e-01 -5.9053e-01 +1.8952e-02
3438 +2.014398275e-02 +2.014398275e-02 +7.171014398e+01 +7.171014398e+01 +5.5781e-01 -6.4885e-01 -2.0714e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.495303126e+01 +6.495303126e+01 +2.789630313e+02 +2.789630313e+02 +3.5130e+00 -1.5610e+00 +3.4178e+00
2 +3.192247202e+01 +3.192247202e+01 +2.459324720e+02 +2.459324720e+02 -4.3239e-02 +1.9232e+00 -3.1824e+00
3 +1.114826237e+01 +1.114826237e+01 +2.251582624e+02 +2.251582624e+02 -1.7650e+00 -1.2274e+00 -3.4709e+00
4 +8.260812337e+00 +8.260812337e+00 +2.222708123e+02 +2.222708123e+02 +2.3479e-01 -5.6840e-01 +3.8473e+00
31 +2.293007836e+00 +2.293007836e+00 +2.163030078e+02 +2.163030078e+02 +2.0446e+00 -1.9423e+00 +3.4018e-01
123 +1.531244092e+00 +1.531244092e+00 +2.155412441e+02 +2.155412441e+02 -1.1117e+00 -1.6838e-01 +3.7248e+00
1607 +9.634803113e-01 +9.634803113e-01 +2.149734803e+02 +2.149734803e+02 -2.9741e-01 +5.6863e-01 +2.5379e+00
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.600451663e+01 +1.600451663e+01 -4.247548337e+01 -4.247548337e+01 +2.8173e+00 -1.6058e+00 -2.1117e+00
2 +1.298672110e+01 +1.298672110e+01 -4.549327890e+01 -4.549327890e+01 -2.6037e+00 -1.8049e+00 -2.6484e+00
5 +1.073581146e+00 +1.073581146e+00 -5.740641885e+01 -5.740641885e+01 +2.7101e-01 -8.4516e-01 +1.0014e+00
164 +7.015425722e-01 +7.015425722e-01 -5.777845743e+01 -5.777845743e+01 +2.3515e-01 -8.2265e-01 +8.9538e-01
254 +4.002787119e-01 +4.002787119e-01 -5.807972129e+01 -5.807972129e+01 +6.7758e-01 +9.2777e-01 +1.5284e-01
258 +1.657236199e-01 +1.657236199e-01 -5.831427638e+01 -5.831427638e+01 +7.5186e-01 +9.5302e-01 +1.4615e-01
2196 +2.085721788e-02 +2.085721788e-02 -5.845914278e+01 -5.845914278e+01 -3.0024e-01 -9.3889e-01 +4.3115e-01
2578 +7.440111770e-03 +7.440111770e-03 -5.847255989e+01 -5.847255989e+01 -3.1808e-01 -1.0030e+00 +4.1660e-01
2705 +1.372334981e-03 +1.372334981e-03 -5.847862767e+01 -5.847862767e+01 -2.9737e-01 -9.3931e-01 +4.2017e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.760786327e+01 +4.760786327e+01 -5.654721367e+02 -5.654721367e+02 -1.0245e+00 -9.8600e-01 -3.9865e+00
3 +1.180729878e+01 +1.180729878e+01 -6.012727012e+02 -6.012727012e+02 +1.9892e+00 -1.2503e+00 -1.4808e+00
10 +9.813659119e+00 +9.813659119e+00 -6.032663409e+02 -6.032663409e+02 +1.0001e+00 -5.6246e-02 -1.2000e+00
20 +5.044283057e+00 +5.044283057e+00 -6.080357169e+02 -6.080357169e+02 +1.2523e+00 +8.0178e-01 +2.6399e+00
22 +7.731675917e-01 +7.731675917e-01 -6.123068324e+02 -6.123068324e+02 +1.0904e+00 +1.2896e-02 -1.1230e+00
551 +6.070693414e-01 +6.070693414e-01 -6.124729307e+02 -6.124729307e+02 +1.0621e+00 -9.3510e-02 -1.1049e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.707912887e+01 +1.707912887e+01 -9.829208711e+02 -9.829208711e+02 +2.2970e+00 -2.0915e+00 +3.0498e+00
3 +1.462636717e+01 +1.462636717e+01 -9.853736328e+02 -9.853736328e+02 -3.3627e+00 +2.4782e+00 +2.3481e+00
22 +5.360376991e+00 +5.360376991e+00 -9.946396230e+02 -9.946396230e+02 +2.6228e+00 -3.3173e+00 -1.9126e+00
93 +1.404273515e+00 +1.404273515e+00 -9.985957265e+02 -9.985957265e+02 -1.3486e+00 -9.8078e-01 -8.6108e-01
333 +3.618239871e-01 +3.618239871e-01 -9.996381760e+02 -9.996381760e+02 -1.0055e+00 -1.0283e+00 -5.0940e-01
594 +1.940585784e-01 +1.940585784e-01 -9.998059414e+02 -9.998059414e+02 +2.1039e-01 -1.0283e+00 -2.4311e-01
3615 +1.531393262e-01 +1.531393262e-01 -9.998468607e+02 -9.998468607e+02 -8.6864e-01 -1.0574e+00 -6.4730e-01
% function evaluation | noise-free fitness - Fopt (-4.841800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.752880378e+01 +1.752880378e+01 -4.666511962e+02 -4.666511962e+02 -9.8452e-01 -6.7432e-01 -2.5069e+00
2 +1.345434331e+01 +1.345434331e+01 -4.707256567e+02 -4.707256567e+02 -2.5499e+00 -1.2937e+00 +1.0819e+00
5 +3.448138766e+00 +3.448138766e+00 -4.807318612e+02 -4.807318612e+02 -6.5463e-01 -1.2634e+00 +7.3155e-01
154 +4.809364741e-01 +4.809364741e-01 -4.836990635e+02 -4.836990635e+02 -9.2307e-01 -8.7163e-01 +1.1245e+00
558 +3.796512773e-01 +3.796512773e-01 -4.838003487e+02 -4.838003487e+02 -6.4635e-01 -1.2993e+00 +7.5530e-01
2455 +2.432673780e-01 +2.432673780e-01 -4.839367326e+02 -4.839367326e+02 -3.4542e-01 -9.5883e-01 +9.4000e-01
% function evaluation | noise-free fitness - Fopt (-2.504000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.707639122e+01 +4.707639122e+01 +2.203639122e+01 +2.203639122e+01 -1.7568e+00 -9.6328e-01 -3.3457e+00
2 +2.449787354e+01 +2.449787354e+01 -5.421264567e-01 -5.421264567e-01 +3.4776e+00 +1.8972e+00 -2.2397e-01
3 +4.605826693e+00 +4.605826693e+00 -2.043417331e+01 -2.043417331e+01 +7.6982e-01 +1.9876e+00 -3.1058e+00
86 +3.805806396e+00 +3.805806396e+00 -2.123419360e+01 -2.123419360e+01 +2.3956e+00 +7.7993e-01 +5.4041e-01
114 +1.608454951e+00 +1.608454951e+00 -2.343154505e+01 -2.343154505e+01 -6.3831e-01 +2.0583e+00 -1.4109e+00
203 +5.116065238e-01 +5.116065238e-01 -2.452839348e+01 -2.452839348e+01 +1.2419e+00 +4.0906e-01 +4.9249e-01
% function evaluation | noise-free fitness - Fopt (-1.411900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.073177511e+01 +4.073177511e+01 -1.004582249e+02 -1.004582249e+02 -7.9710e-01 -3.3882e+00 -2.6718e+00
2 +1.557534664e+01 +1.557534664e+01 -1.256146534e+02 -1.256146534e+02 -3.6164e+00 +9.0300e-01 -1.5972e+00
13 +2.791392473e+00 +2.791392473e+00 -1.383986075e+02 -1.383986075e+02 -3.1119e-01 -1.9504e+00 +8.2731e-01
24 +3.502720328e-01 +3.502720328e-01 -1.408397280e+02 -1.408397280e+02 -1.7082e+00 +3.3891e-01 +2.6073e-01
294 +1.484525662e-01 +1.484525662e-01 -1.410415474e+02 -1.410415474e+02 -1.9594e-01 -1.8960e+00 +8.7704e-01
3563 +9.100433448e-02 +9.100433448e-02 -1.410989957e+02 -1.410989957e+02 -6.2273e-01 -1.5326e+00 +4.6137e-01
