% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.379543071e+03 +1.379543071e+03 +9.174530712e+02 +9.174530712e+02 -1.6665e+00 +3.4850e+00 +2.7814e+00 +9.3952e-01 -3.2193e+00 -1.3130e+00 +8.8924e-01 -2.7539e+00 +3.8878e+00 +3.2688e+00 -5.6641e-01 -1.2804e+00 +4.8923e-01 -2.3471e+00 -3.9075e+00 -1.4459e+00 +3.7163e+00 -1.5123e+00 -6.1065e-01 -3.2686e+00
42 +8.274425849e+02 +8.274425849e+02 +3.653525849e+02 +3.653525849e+02 +2.4747e+00 -2.8066e+00 +3.7075e+00 +3.7638e-01 -1.5266e+00 +2.7369e+00 -3.0894e+00 +1.5214e+00 +2.8774e+00 -3.7057e+00 +1.7528e+00 -1.3111e+00 -1.3536e+00 -3.2701e+00 -8.8766e-03 -2.9179e+00 -3.2200e+00 -3.4712e-01 -1.3325e+00 -4.0721e-01
64 +6.150050447e+02 +6.150050447e+02 +1.529150447e+02 +1.529150447e+02 +3.6106e+00 -2.7861e+00 -3.0209e+00 -2.8145e-01 +3.9062e-01 +1.4184e+00 +3.3730e+00 +1.1633e-01 +3.0268e+00 -2.2024e+00 -3.0735e+00 -1.1783e+00 -1.1058e+00 -1.6666e+00 -2.6820e+00 -2.8726e+00 -1.4076e+00 +1.0257e+00 -3.0185e+00 -2.1090e+00
1113 +3.964537221e+02 +3.964537221e+02 -6.563627793e+01 -6.563627793e+01 +2.6853e+00 -1.4616e+00 -2.7941e+00 -1.0623e+00 +1.4172e+00 +2.8726e+00 +3.6788e+00 +2.6162e+00 +1.9855e+00 +2.1506e+00 -3.3995e+00 -2.2058e+00 -1.5181e+00 -1.9942e+00 -2.9508e+00 -2.2231e+00 -1.6288e+00 +1.8540e+00 -2.5772e+00 -1.4600e+00
16965 +2.477957725e+02 +2.477957725e+02 -2.142942275e+02 -2.142942275e+02 +2.7151e+00 -1.3723e+00 -3.1864e+00 -8.2796e-01 +1.5220e+00 +2.9513e+00 +3.8398e+00 +2.5808e+00 +1.7795e+00 +1.7345e+00 -3.3388e+00 -2.2740e+00 -1.1579e+00 -2.0073e+00 -2.9382e+00 -2.5673e+00 -1.1113e+00 +1.6250e+00 -2.8915e+00 -4.3446e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.081560786e+03 +7.081560786e+03 +7.159220786e+03 +7.159220786e+03 -6.6811e-01 +1.5005e+00 -1.8760e+00 -3.3698e+00 -7.9539e-01 +6.6457e-01 -6.8471e-01 -8.2497e-01 -1.8841e+00 -1.7310e+00 +3.8575e+00 +3.2251e+00 -2.4331e-01 -2.5855e+00 +3.7229e+00 +8.1526e-01 +3.6446e+00 +1.3120e+00 +2.7622e+00 +3.6941e+00
2 +1.867744597e+03 +1.867744597e+03 +1.945404597e+03 +1.945404597e+03 +2.2913e+00 +2.9552e+00 +4.0623e-01 -2.4522e+00 -1.1120e+00 -7.2834e-01 +1.7333e+00 -3.5616e+00 -9.7171e-01 +3.9129e+00 +2.8826e+00 +3.7523e+00 +2.9045e-01 +2.1525e-01 -1.4046e+00 -3.2435e+00 -2.8011e+00 +2.2082e+00 +2.2723e+00 -1.2979e+00
3 +9.717056032e+02 +9.717056032e+02 +1.049365603e+03 +1.049365603e+03 +8.2540e-01 +2.3627e+00 +1.7880e+00 -2.9662e+00 +1.5439e-01 -5.4232e-01 +4.1556e-01 +2.1636e+00 +2.0595e+00 +6.2631e-01 -2.1879e+00 +2.3267e+00 +1.2483e+00 +5.7598e-01 +9.1880e-01 -4.0373e-01 -5.4687e-01 -3.5209e+00 +8.5456e-01 -3.7517e-01
16 +6.113339818e+02 +6.113339818e+02 +6.889939818e+02 +6.889939818e+02 -1.2481e+00 -3.1751e+00 -2.1868e+00 -1.7175e+00 -3.3680e+00 -1.9161e+00 +2.7206e+00 -5.5743e-02 -1.7118e-01 -3.9010e+00 +7.4150e-01 +2.1348e+00 -1.5329e+00 +1.1839e-01 -2.7462e+00 -9.0223e-01 +1.5739e+00 -5.2361e-02 -9.8131e-01 -2.4802e+00
