% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.267571342e+03 +2.267571342e+03 +2.360511342e+03 +2.360511342e+03 +2.2188e+00 +1.8728e+00 +1.3607e+00 -3.4332e+00 -3.7505e+00 +2.2849e+00 -1.3882e+00 -2.0170e+00 +2.8904e+00 -3.2512e+00 +1.0497e+00 +1.5241e+00 -1.5418e+00 -8.3026e-01 -5.0360e-01 +1.3919e+00 +1.0969e-01 -1.2286e+00 -2.9211e+00 +5.4983e-01
12 +9.961712297e+02 +9.961712297e+02 +1.089111230e+03 +1.089111230e+03 +2.6860e+00 -2.8173e+00 -9.8580e-01 +3.7438e+00 +3.9115e+00 +1.9448e+00 -3.6090e+00 -1.4625e+00 +2.3854e+00 +3.0328e+00 -1.8965e+00 -3.8778e+00 +1.0146e+00 +3.6528e+00 +2.7813e+00 -1.1414e+00 +2.9255e+00 +3.5645e+00 -1.6550e+00 -2.1233e+00
105 +5.330130759e+02 +5.330130759e+02 +6.259530759e+02 +6.259530759e+02 +2.5383e+00 -6.8233e-01 -3.4804e+00 +2.2014e+00 -4.1772e-01 +2.8202e+00 +1.9404e+00 +1.3943e+00 +3.2885e+00 -1.0028e-01 +1.9498e+00 -3.7874e+00 +3.5731e+00 +6.8943e-01 +3.8409e+00 -3.1434e+00 +1.6086e-01 -1.1063e+00 -3.7760e+00 +1.1532e+00
2280 +3.959081210e+02 +3.959081210e+02 +4.888481210e+02 +4.888481210e+02 +2.6701e+00 -4.1437e-01 -3.1147e+00 +2.3383e+00 -3.0987e-01 +3.0340e+00 +2.5183e+00 +1.2447e+00 +3.3622e+00 +3.7000e-01 +1.7368e+00 -4.1344e+00 +3.2275e+00 +6.3616e-01 +3.9741e+00 -2.9984e+00 +5.8301e-01 -1.3993e+00 -3.8609e+00 +1.2224e+00
7799 +2.497231993e+02 +2.497231993e+02 +3.426631993e+02 +3.426631993e+02 +2.2343e+00 -4.0500e-01 -2.7427e+00 +2.2089e+00 +3.2697e-01 +3.9769e+00 +2.8761e+00 +1.3877e+00 +3.8972e+00 +1.5256e+00 +2.2415e+00 -4.3353e+00 +1.8671e+00 +7.2276e-01 +3.8923e+00 -2.8736e+00 +6.7801e-01 -1.4935e+00 -4.6762e+00 +9.7803e-01
15217 +1.579352227e+02 +1.579352227e+02 +2.508752227e+02 +2.508752227e+02 +9.7321e-01 -8.0339e-01 -2.3020e+00 +1.7969e+00 +5.8553e-01 +4.4551e+00 +2.6629e+00 +1.1845e+00 +4.2474e+00 +2.1936e+00 +1.5946e+00 -4.5699e+00 +1.5833e+00 +2.6138e-01 +3.7701e+00 -2.9309e+00 +6.4798e-01 -2.1181e+00 -4.5941e+00 +1.0829e+00
23382 +9.732166348e+01 +9.732166348e+01 +1.902616635e+02 +1.902616635e+02 -1.4316e+00 +1.4055e+00 +1.3540e+00 +8.1883e-01 +2.8063e+00 +3.5952e+00 +1.7951e+00 -7.5970e-01 +3.0217e+00 +2.1474e+00 -3.5509e-01 -5.3734e+00 +4.9070e-01 +7.5443e-01 +3.2728e-01 +2.3501e+00 +1.9437e+00 -8.7311e-01 -1.6621e+00 -2.6864e+00
27253 +6.012643566e+01 +6.012643566e+01 +1.530664357e+02 +1.530664357e+02 -1.6218e+00 +1.8082e+00 +1.5844e+00 +1.0188e+00 +2.2116e+00 +3.5520e+00 +2.3913e+00 -8.0777e-01 +3.0391e+00 +1.9815e+00 -5.1188e-01 -5.2970e+00 +7.5678e-01 +7.5379e-01 +1.5183e-01 +2.5807e+00 +2.0284e+00 -1.2968e+00 -1.2262e+00 -1.5849e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.211404819e+03 +5.211404819e+03 +5.246754819e+03 +5.246754819e+03 +2.5644e-01 -1.2570e+00 +8.8243e-01 +3.6444e+00 +3.8212e+00 +5.0432e-01 -3.3123e+00 -1.6890e+00 -3.8380e+00 +2.8265e+00 +9.0416e-02 +6.7463e-01 -2.7558e+00 -3.1972e+00 -7.2759e-01 -2.3553e+00 -3.5842e+00 -4.4838e-02 +3.7680e+00 -1.7604e+00
