% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.009551300e+02 +1.009551300e+02 +8.401513002e+01 +8.401513002e+01 +2.1247e+00 -3.2644e-01 +2.3457e+00
2 +9.358616469e+01 +9.358616469e+01 +7.664616469e+01 +7.664616469e+01 -2.2835e+00 -3.4740e+00 -1.3629e+00
4 +2.473790922e+01 +2.473790922e+01 +7.797909222e+00 +7.797909222e+00 +2.2723e+00 +1.5981e-01 -1.0337e+00
14 +1.376035562e+01 +1.376035562e+01 -3.179644380e+00 -3.179644380e+00 +3.3813e+00 +5.9542e-01 -5.8101e-01
31 +9.914423078e+00 +9.914423078e+00 -7.025576922e+00 -7.025576922e+00 +2.3601e+00 +2.3653e-01 -9.6087e-01
219 +4.771416682e+00 +4.771416682e+00 -1.216858332e+01 -1.216858332e+01 +1.5301e+00 +7.2170e-01 +4.8488e-01
1249 +3.965580322e+00 +3.965580322e+00 -1.297441968e+01 -1.297441968e+01 +1.4583e+00 +5.1047e-01 +5.2443e-01
2158 +2.446811816e+00 +2.446811816e+00 -1.449318818e+01 -1.449318818e+01 +3.4035e+00 +2.9690e+00 -1.3320e+00
3144 +1.135661396e+00 +1.135661396e+00 -1.580433860e+01 -1.580433860e+01 +3.5730e+00 +2.7669e+00 -1.4580e+00
3532 +7.643533849e-01 +7.643533849e-01 -1.617564662e+01 -1.617564662e+01 +3.6638e+00 +2.6826e+00 -1.5828e+00
3535 +3.504715200e-02 +3.504715200e-02 -1.690495285e+01 -1.690495285e+01 +3.6609e+00 +2.5592e+00 -1.5337e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.212383513e+02 +1.212383513e+02 +1.400483513e+02 +1.400483513e+02 -3.0483e+00 -1.8286e+00 -1.6821e+00
2 +2.602894656e+01 +2.602894656e+01 +4.483894656e+01 +4.483894656e+01 +9.7802e-01 +5.9240e-01 -1.8593e+00
15 +1.778221829e+01 +1.778221829e+01 +3.659221829e+01 +3.659221829e+01 -2.4153e+00 -1.0202e+00 -5.6515e-01
20 +4.445995764e+00 +4.445995764e+00 +2.325599576e+01 +2.325599576e+01 +2.0825e+00 +3.0791e+00 -2.4223e+00
