% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.131209030e+04 +3.131209030e+04 +3.085000030e+04 +3.085000030e+04
2 +1.789983933e+04 +1.789983933e+04 +1.743774933e+04 +1.743774933e+04
3 +1.209775990e+04 +1.209775990e+04 +1.163566990e+04 +1.163566990e+04
10 +8.145576735e+03 +8.145576735e+03 +7.683486735e+03 +7.683486735e+03
18 +6.165223317e+03 +6.165223317e+03 +5.703133317e+03 +5.703133317e+03
30 +3.619414703e+03 +3.619414703e+03 +3.157324703e+03 +3.157324703e+03
325 +2.471925802e+03 +2.471925802e+03 +2.009835802e+03 +2.009835802e+03
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.441277080e+04 +1.441277080e+04 +1.449043080e+04 +1.449043080e+04
2 +9.486582471e+03 +9.486582471e+03 +9.564242471e+03 +9.564242471e+03
13 +3.075854698e+03 +3.075854698e+03 +3.153514698e+03 +3.153514698e+03
128 +2.138281079e+03 +2.138281079e+03 +2.215941079e+03 +2.215941079e+03
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.207804796e+03 +4.207804796e+03 +4.323484796e+03 +4.323484796e+03
47 +3.250904714e+03 +3.250904714e+03 +3.366584714e+03 +3.366584714e+03
234 +2.362423969e+03 +2.362423969e+03 +2.478103969e+03 +2.478103969e+03
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.654729076e+03 +7.654729076e+03 +7.651019076e+03 +7.651019076e+03
6 +6.218233079e+03 +6.218233079e+03 +6.214523079e+03 +6.214523079e+03
8 +2.809306286e+03 +2.809306286e+03 +2.805596286e+03 +2.805596286e+03
59 +2.381224626e+03 +2.381224626e+03 +2.377514626e+03 +2.377514626e+03
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.213091623e+04 +2.213091623e+04 +2.226309623e+04 +2.226309623e+04
2 +1.478500110e+04 +1.478500110e+04 +1.491718110e+04 +1.491718110e+04
5 +9.927599777e+03 +9.927599777e+03 +1.005977978e+04 +1.005977978e+04
10 +2.821486552e+03 +2.821486552e+03 +2.953666552e+03 +2.953666552e+03
204 +2.414635535e+03 +2.414635535e+03 +2.546815535e+03 +2.546815535e+03
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.604874189e+04 +2.604874189e+04 +2.600700189e+04 +2.600700189e+04
2 +3.905212953e+03 +3.905212953e+03 +3.863472953e+03 +3.863472953e+03
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.488601847e+04 +1.488601847e+04 +1.439115847e+04 +1.439115847e+04
4 +7.374457114e+03 +7.374457114e+03 +6.879597114e+03 +6.879597114e+03
5 +3.134703794e+03 +3.134703794e+03 +2.639843794e+03 +2.639843794e+03
76 +2.444798688e+03 +2.444798688e+03 +1.949938688e+03 +1.949938688e+03
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.160091665e+03 +5.160091665e+03 +5.508491665e+03 +5.508491665e+03
3 +2.967951163e+03 +2.967951163e+03 +3.316351163e+03 +3.316351163e+03
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.186659821e+04 +1.186659821e+04 +1.187036821e+04 +1.187036821e+04
2 +8.869658941e+03 +8.869658941e+03 +8.873428941e+03 +8.873428941e+03
4 +3.447792690e+03 +3.447792690e+03 +3.451562690e+03 +3.451562690e+03
120 +2.462854883e+03 +2.462854883e+03 +2.466624883e+03 +2.466624883e+03
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.251643258e+04 +1.251643258e+04 +1.255413258e+04 +1.255413258e+04
4 +7.662715339e+03 +7.662715339e+03 +7.700415339e+03 +7.700415339e+03
10 +5.476887246e+03 +5.476887246e+03 +5.514587246e+03 +5.514587246e+03
21 +3.956356812e+03 +3.956356812e+03 +3.994056812e+03 +3.994056812e+03
159 +1.908384059e+03 +1.908384059e+03 +1.946084059e+03 +1.946084059e+03
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.508509396e+04 +2.508509396e+04 +2.578078396e+04 +2.578078396e+04
2 +7.241985154e+03 +7.241985154e+03 +7.937675154e+03 +7.937675154e+03
8 +4.930825034e+03 +4.930825034e+03 +5.626515034e+03 +5.626515034e+03
21 +2.944904407e+03 +2.944904407e+03 +3.640594407e+03 +3.640594407e+03
117 +2.497855885e+03 +2.497855885e+03 +3.193545885e+03 +3.193545885e+03
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.017770230e+03 +4.017770230e+03 +3.899740230e+03 +3.899740230e+03
3 +2.925998475e+03 +2.925998475e+03 +2.807968475e+03 +2.807968475e+03
132 +2.209573541e+03 +2.209573541e+03 +2.091543541e+03 +2.091543541e+03
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.130198475e+04 +1.130198475e+04 +1.135014475e+04 +1.135014475e+04
