% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.294078764e+02 +2.294078764e+02 +3.088878764e+02 +3.088878764e+02 +8.6550e-01 -2.5528e+00 -3.1864e+00 -8.5319e-01 -7.2832e-01 -3.0185e+00 -3.9916e+00 -1.3748e+00 -4.1365e+00 +3.1478e+00 +2.1393e+00 -2.3707e-01 +2.8707e+00 -4.1915e+00 -3.6482e-01 +1.8804e+00 +3.1010e+00 +2.4321e+00 +1.4814e-01 +6.7853e-02
10 +1.176391873e+02 +1.176391873e+02 +1.971191873e+02 +1.971191873e+02 +7.7318e-01 +2.1802e+00 -1.2454e+00 +3.5123e+00 +1.2213e-01 +2.9561e+00 -8.2384e-01 -2.3463e+00 +2.6611e+00 -7.2532e-01 +3.6469e-01 +1.9458e+00 +2.0278e+00 -2.7026e+00 +2.6126e+00 +2.5372e+00 -1.5098e+00 +1.2657e+00 +2.6610e+00 -3.9181e-01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.308884578e+02 +3.308884578e+02 +7.253684578e+02 +7.253684578e+02 -1.7267e+00 +1.5424e+00 -2.9725e+00 +4.2282e+00 +4.8396e+00 +4.4083e+00 +4.7374e+00 -2.2124e+00 -2.0243e+00 -4.7920e+00 -2.6346e+00 -1.0025e+00 -4.1087e+00 +2.1086e+00 +4.9563e+00 -3.8724e+00 -3.0202e+00 +4.6622e+00 +3.7812e-01 +4.1948e+00
2 +2.045976071e+02 +2.045976071e+02 +5.990776071e+02 +5.990776071e+02 +1.0112e+00 -1.6009e+00 -4.8294e+00 +2.9518e+00 -2.8488e+00 -2.2296e+00 +4.0710e+00 +3.0353e+00 -4.4568e+00 -4.6187e+00 +3.9696e-01 +3.2189e+00 +2.0846e+00 +1.6341e+00 +4.8293e+00 +1.0450e-01 -1.6856e+00 -4.9483e+00 +4.9012e+00 +3.4183e+00
16 +1.315950651e+02 +1.315950651e+02 +5.260750651e+02 +5.260750651e+02 -3.4847e+00 +2.9577e-01 -4.1074e-01 -2.8860e+00 -8.3381e-01 +8.4341e-01 +3.8419e+00 -1.7914e+00 -1.7397e+00 -4.9302e+00 -1.8534e-01 +2.1099e+00 +2.0030e-01 +4.6839e+00 -1.8754e+00 -1.3803e+00 -1.7865e+00 +1.6503e+00 +1.2338e+00 +2.1801e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.811586960e+02 +2.811586960e+02 +3.404869598e+01 +3.404869598e+01 -3.1125e-01 -3.3254e+00 +2.4572e+00 +2.9494e+00 +3.3147e+00 -1.3839e+00 +3.6409e-01 -3.9316e+00 -3.6850e+00 +4.7445e-01 -4.1770e+00 +4.3488e+00 +4.7991e+00 +3.8785e+00 +4.7776e+00 -6.0534e-01 +8.2677e-01 +8.0021e-01 -4.7955e+00 -1.3200e-01
2 +2.129253694e+02 +2.129253694e+02 -3.418463063e+01 -3.418463063e+01 -3.0491e+00 -2.9046e+00 +1.8764e-01 -1.9658e-01 +8.9648e-01 +4.2236e+00 -1.1151e+00 -4.4149e+00 -4.4555e+00 -2.1013e+00 -6.7498e-01 -1.8144e+00 +3.7267e+00 -2.4914e+00 +3.7498e-02 +4.8414e+00 -1.2407e+00 -3.9231e+00 +4.5203e+00 -2.0627e+00
9 +1.110533262e+02 +1.110533262e+02 -1.360566738e+02 -1.360566738e+02 -3.8398e+00 +3.2608e+00 +8.7367e-01 -2.7790e+00 -3.1571e+00 +3.5218e+00 +3.9377e-01 -1.8618e+00 +2.3905e+00 +1.9303e+00 +1.5366e+00 +9.6614e-02 -1.9382e+00 +8.1149e-01 +5.9516e-01 +1.5329e+00 +2.3127e+00 +3.5977e+00 +2.7913e+00 -4.7922e+00
