% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.133283428e+02 +6.133283428e+02 +7.159383428e+02 +7.159383428e+02 +1.7717e+00 -3.9093e+00 +1.6294e+00 -3.6894e+00 -1.7745e+00 -7.5434e-02 +9.4451e-01 +1.9492e+00 +4.0765e-01 +2.5189e+00 +1.7006e+00 +3.2576e+00 -3.9200e+00 +8.0569e-01 -2.6587e+00 -1.6843e+00 +1.8632e-01 -7.7518e-01 +2.0376e+00 +1.7828e+00
10 +3.842458636e+02 +3.842458636e+02 +4.868558636e+02 +4.868558636e+02 +9.2349e-01 +1.8465e+00 +1.2010e+00 +2.8392e+00 -1.8280e+00 +1.8774e-01 -2.5469e+00 +1.2914e+00 +3.6963e-01 +1.7913e+00 +1.6338e+00 +3.2620e+00 +1.0466e+00 +2.1969e+00 -7.1256e-01 +6.1631e-01 +6.3756e-01 -2.6809e+00 -5.3760e-01 -6.9328e-01
549 +2.143753077e+02 +2.143753077e+02 +3.169853077e+02 +3.169853077e+02 -1.6661e+00 -2.3306e+00 +3.1569e+00 +1.5006e+00 +1.8452e+00 +9.0570e-02 -1.5195e+00 +1.3786e+00 +2.9071e+00 -5.5496e-01 +2.1231e+00 +9.1228e-01 +3.0601e+00 -1.2483e-01 +1.2354e+00 -5.5821e-01 +1.3186e+00 +1.6884e+00 -1.7063e+00 -1.2104e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.077278681e+02 +7.077278681e+02 +8.010278681e+02 +8.010278681e+02 +3.5602e+00 -9.8480e-01 +1.3597e+00 +3.5836e+00 -2.5814e+00 +5.6513e-02 -6.3584e-01 +3.5494e-01 +2.8462e+00 -2.0190e+00 -1.9671e+00 +3.5341e+00 -1.4130e+00 +6.9523e-01 -6.9514e-01 +1.1604e+00 -3.5028e+00 -3.4817e+00 +3.6776e+00 +5.4812e-01
3 +5.654936986e+02 +5.654936986e+02 +6.587936986e+02 +6.587936986e+02 +5.8359e-01 +3.5702e+00 -2.9213e+00 +8.7449e-01 -8.8050e-01 -2.0552e+00 +1.8077e-01 +1.1250e+00 -6.0516e-01 +2.9717e+00 -1.2952e+00 +3.7067e-01 -2.9638e+00 +5.7051e-01 -3.2844e-01 +1.7797e+00 +1.8161e+00 -2.6422e+00 +4.3657e-01 -3.8737e+00
30 +3.906236013e+02 +3.906236013e+02 +4.839236013e+02 +4.839236013e+02 -1.8893e-01 +3.6552e+00 -8.4261e-01 +3.7594e-02 -1.6820e+00 -2.1506e-01 +2.8193e-01 +8.2644e-01 -8.8454e-01 +2.6361e+00 -3.2684e+00 +4.2934e-01 -8.8524e-01 +7.9483e-01 -2.0637e-01 +1.7942e+00 +1.8952e+00 -2.3738e+00 +2.7395e-01 -2.0376e+00
3491 +2.508555529e+02 +2.508555529e+02 +3.441555529e+02 +3.441555529e+02 -1.7277e+00 +2.7185e+00 +5.7334e-01 +1.8424e+00 +1.8449e+00 -3.4607e+00 +1.5031e+00 +1.1975e-01 -1.8535e-01 +3.0226e+00 -3.1724e+00 -2.6326e+00 -3.2465e+00 -3.3995e+00 -1.4042e-01 +2.6529e+00 -5.1661e-01 -1.6310e+00 +3.4051e-01 +3.6474e-01
29435 +1.557584433e+02 +1.557584433e+02 +2.490584433e+02 +2.490584433e+02 -1.8264e+00 +2.5578e+00 +7.3154e-01 +1.4894e+00 +1.5005e+00 -2.2616e+00 +5.8092e-01 -3.9983e-01 +6.3599e-01 +2.0267e+00 -2.8611e+00 -2.0216e+00 -2.3116e+00 -1.8819e+00 +6.8812e-01 +8.9273e-01 +1.2451e+00 -1.5395e+00 +1.2336e+00 +1.9539e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.383689011e+02 +5.383689011e+02 +5.520089011e+02 +5.520089011e+02 +2.0383e+00 -1.8076e+00 -1.6286e+00 +3.9631e-01 +2.5895e+00 -3.8527e-01 -3.4906e+00 +1.5842e+00 +2.9622e-01 +9.3673e-01 +2.3832e+00 -3.0127e-01 +3.9113e+00 -3.7492e+00 +2.2664e+00 +9.7122e-01 +1.0188e+00 -5.4119e-01 +1.3477e+00 +3.2164e+00
93 +3.673994764e+02 +3.673994764e+02 +3.810394764e+02 +3.810394764e+02 +7.9818e-01 +1.6447e+00 -2.2050e+00 +1.7597e+00 -1.0423e+00 +1.4647e+00 -1.4913e+00 -2.0920e+00 +1.8398e-01 -7.6536e-01 -2.6804e+00 +1.2746e+00 +1.9896e+00 +1.5883e+00 +5.7091e-01 -6.5958e-01 +9.9210e-01 -4.6316e-01 +1.0236e+00 -2.3171e-02
13921 +2.459642370e+02 +2.459642370e+02 +2.596042370e+02 +2.596042370e+02 +8.1506e-01 +9.5911e-01 -1.5555e+00 +1.3884e+00 +2.0855e-01 +1.3502e+00 -4.5409e-01 -1.7054e+00 -1.6036e-01 -8.5433e-01 -2.6382e+00 +9.3611e-01 +1.5556e+00 +1.1365e+00 +1.1024e+00 -1.2150e+00 -3.7318e-01 -1.3073e+00 +1.4539e+00 +5.5602e-01
26274 +1.492277013e+02 +1.492277013e+02 +1.628677013e+02 +1.628677013e+02 -1.3281e-01 +1.3484e+00 -1.6170e-01 +1.9094e+00 +2.9780e-02 +4.8032e-01 -9.2917e-01 -1.6629e+00 -1.1637e+00 -1.0068e+00 -2.2942e+00 +1.4186e+00 +1.7809e+00 +8.6548e-01 +1.1168e+00 -1.7277e+00 -8.6076e-01 -1.6892e+00 +1.1913e+00 +1.5206e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.315135201e+02 +5.315135201e+02 +7.263135201e+02 +7.263135201e+02 +2.0818e+00 +8.0263e-01 -2.8722e+00 -3.2834e+00 +2.5663e+00 -1.0850e+00 +8.7046e-01 -1.9262e+00 +4.8690e-01 +2.5832e+00 -1.0058e+00 -3.4064e+00 -9.5055e-01 +3.4126e+00 +5.9128e-01 +1.9606e+00 +8.3247e-01 +2.9656e+00 +5.9547e-02 -1.0705e+00
33 +3.463722715e+02 +3.463722715e+02 +5.411722715e+02 +5.411722715e+02 -2.0065e-01 -1.2496e+00 +1.9308e+00 +1.2110e+00 +1.1628e+00 +1.7460e+00 -7.9126e-03 -1.2107e+00 +9.7232e-01 -1.1676e+00 +1.1505e-01 +4.5289e-03 +1.2124e+00 -5.6173e-01 -2.1132e+00 -3.9212e-01 -3.2264e+00 +9.6369e-02 +4.2892e-01 -4.0229e-01
339 +2.449249647e+02 +2.449249647e+02 +4.397249647e+02 +4.397249647e+02 +2.9065e-01 -2.1650e+00 +1.1400e+00 +1.5429e+00 -1.5790e+00 +2.0342e+00 +7.7452e-01 -1.1083e+00 +1.2603e+00 +2.7310e+00 +1.4358e+00 -3.2536e-01 -1.5542e+00 +1.5146e+00 +6.8528e-01 -2.1641e-01 +8.2300e-01 -1.9596e-01 -9.3746e-01 +1.4151e+00
15708 +1.532867402e+02 +1.532867402e+02 +3.480867402e+02 +3.480867402e+02 +6.2885e-01 -1.8160e+00 +6.6146e-01 +2.0482e+00 -1.6800e+00 +1.1986e+00 -4.5442e-02 -6.4379e-01 +1.6894e+00 +2.0991e+00 +1.3170e+00 -1.6173e+00 -1.2610e+00 +1.6313e+00 +1.4934e+00 -9.7633e-01 +6.3469e-01 -2.0854e-01 -1.4089e+00 +8.6355e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.556677066e+02 +6.556677066e+02 +5.220777066e+02 +5.220777066e+02 +1.9063e+00 +2.3932e+00 -2.4038e+00 -6.1580e-01 +2.5659e+00 -8.1104e-01 +2.5565e+00 +8.6303e-01 +5.0856e-01 -2.3977e+00 -8.0507e-01 +2.8555e+00 -6.7148e-02 +2.2301e-01 +1.5751e+00 -3.9170e+00 -3.0591e+00 -3.7638e+00 -3.4836e+00 -3.3718e-01
4 +6.216484216e+02 +6.216484216e+02 +4.880584216e+02 +4.880584216e+02 +3.7301e+00 -3.7737e+00 +3.6821e+00 +3.3072e+00 +7.9854e-01 -2.2156e+00 -2.2802e+00 -2.2948e+00 -8.2349e-01 +1.9661e+00 +1.2613e+00 +3.9078e+00 +2.9279e+00 +2.4209e+00 -3.7229e+00 -2.4582e-01 +4.4463e-02 +2.7818e+00 -2.9176e+00 -3.9074e+00
74 +3.373128449e+02 +3.373128449e+02 +2.037228449e+02 +2.037228449e+02 +7.6522e-01 -5.6463e-01 -3.9659e-01 +1.5395e+00 +2.5840e+00 -2.4778e+00 +6.8738e-03 -1.1697e+00 +7.9661e-01 -3.4145e+00 +1.0162e+00 -2.6901e+00 -2.6593e-01 -8.8714e-01 -1.8661e+00 +2.0845e+00 -6.6973e-01 -1.8109e+00 -9.7131e-01 -1.9035e+00
3104 +2.418670209e+02 +2.418670209e+02 +1.082770209e+02 +1.082770209e+02 +2.6858e-01 -3.7738e-01 -8.2738e-01 +1.4959e+00 +2.4313e+00 -2.4801e+00 +9.3233e-03 -1.3137e+00 +7.8487e-01 -3.0346e+00 +1.0270e+00 -2.6905e+00 -6.1924e-01 -5.4469e-01 -1.7163e+00 +2.1229e+00 -3.4104e-01 -1.8350e+00 -1.3328e+00 -2.0813e+00
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.262926024e+02 +6.262926024e+02 -2.205173976e+02 -2.205173976e+02 -3.0570e+00 +3.4026e+00 +3.4563e+00 -1.6460e+00 +7.9481e-01 +2.3933e+00 -2.7693e+00 +2.7043e+00 -3.9918e+00 +3.0853e+00 +2.4355e+00 +3.5153e+00 +3.1147e+00 -1.5878e+00 +2.1105e+00 -4.1755e-01 +3.3698e+00 -2.2144e+00 +6.3228e-01 +2.4080e+00
21 +3.848306221e+02 +3.848306221e+02 -4.619793779e+02 -4.619793779e+02 -3.1555e+00 -3.6672e+00 +4.7532e-01 -3.5855e+00 +7.9461e-01 +2.9431e+00 +2.2677e+00 -1.4485e-04 +1.3899e+00 +3.3297e+00 -4.8652e-01 -1.4727e+00 -3.0792e+00 +1.7925e+00 -2.2822e+00 -1.7449e+00 -2.5997e+00 +2.3760e+00 -8.9431e-01 +1.8464e+00
299 +2.358164187e+02 +2.358164187e+02 -6.109935813e+02 -6.109935813e+02 +1.5712e+00 -2.9070e+00 +5.8524e-01 -1.6033e+00 -5.7291e-01 +2.5604e+00 +1.9547e+00 -3.9694e-01 +5.4483e-01 +4.9901e-01 +1.2211e+00 -1.2706e+00 -2.6461e+00 +3.1925e-01 -1.6917e+00 -1.6917e+00 -2.2480e+00 +9.5209e-01 -1.5483e+00 +1.9282e+00
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.258034783e+02 +6.258034783e+02 +6.394334783e+02 +6.394334783e+02 -3.5795e+00 +1.3241e+00 -1.4452e+00 +6.8779e-02 -1.0132e+00 +9.4706e-01 +2.9148e+00 -3.2233e+00 -6.3522e-01 -3.9375e+00 +2.5274e+00 -3.8189e+00 +1.1430e+00 -2.7254e+00 -3.7385e+00 -1.6085e-01 +1.1664e+00 +4.8824e-01 +4.1175e-01 -6.9537e-01
37 +3.484099664e+02 +3.484099664e+02 +3.620399664e+02 +3.620399664e+02 -1.3490e+00 -1.9044e+00 +3.2739e+00 -1.0839e-01 -1.1250e+00 +4.1109e-01 +9.4672e-01 +3.1282e+00 +8.5968e-01 -4.7914e-01 -6.2129e-01 -1.0908e+00 +1.0132e+00 -1.2362e+00 -1.3184e+00 +1.2699e+00 -8.6436e-01 +9.1969e-01 +4.0322e-01 -2.0017e+00
1938 +2.495045095e+02 +2.495045095e+02 +2.631345095e+02 +2.631345095e+02 +3.0627e-01 +1.8401e-01 +1.6215e+00 -5.3931e-01 -1.6808e-01 -2.0060e-01 +7.0055e-01 +3.1894e+00 +6.0280e-01 +1.0346e+00 -5.8056e-01 -1.1837e+00 -2.4218e+00 -1.1011e+00 -2.2340e+00 +1.8106e+00 -1.0194e+00 +1.7840e+00 +5.4555e-02 +3.5511e-01
% function evaluation | noise-free fitness - Fopt (-3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.808548351e+02 +6.808548351e+02 +6.436748351e+02 +6.436748351e+02 +2.4509e+00 -2.2848e+00 -2.3550e-01 +1.6793e+00 -3.2826e+00 -3.4191e+00 -1.6960e+00 +2.7916e+00 +1.6321e+00 +2.0777e+00 +3.9241e+00 -3.4618e+00 -2.4362e+00 -5.9443e-01 +2.9748e+00 +3.5377e+00 +1.3160e+00 -2.0130e+00 -1.0786e+00 +2.7410e+00
2 +5.943745026e+02 +5.943745026e+02 +5.571945026e+02 +5.571945026e+02 +5.6852e-01 -7.7973e-01 +1.6560e+00 +1.4862e+00 +3.1915e+00 +2.5339e-01 -3.6812e-01 +3.4779e+00 +2.6650e+00 -2.7185e+00 -3.7154e+00 -2.4398e+00 -3.9065e+00 +2.7955e-01 +2.6765e+00 -1.4590e+00 -3.0937e+00 -4.6314e-02 -2.3265e+00 -3.6398e+00
56 +3.906990754e+02 +3.906990754e+02 +3.535190754e+02 +3.535190754e+02 +1.4363e+00 -3.1459e+00 -2.6319e+00 -1.7451e+00 -2.5236e-01 -3.6867e+00 +4.3423e-01 +3.5405e-01 -1.0671e-01 +2.4158e+00 +6.0407e-02 +8.2782e-01 +1.2246e+00 -4.0826e-01 -8.3911e-02 -1.4119e+00 -1.1970e+00 -3.8491e+00 +2.0894e+00 +1.5571e+00
470 +2.489526758e+02 +2.489526758e+02 +2.117726758e+02 +2.117726758e+02 +7.9459e-02 -3.0853e+00 +3.1078e-01 +9.7876e-01 -9.7458e-01 -2.7377e-01 -2.6168e+00 +3.3578e-01 -3.3133e-01 +7.5334e-01 -1.7649e+00 +2.9272e-01 -1.3673e+00 +7.2009e-01 -1.2793e+00 -5.8485e-01 -6.5562e-01 -1.0371e-01 +1.5365e+00 +1.3464e-01
