% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.049210936e+02 +3.049210936e+02 +2.525710936e+02 +2.525710936e+02 -1.1987e+00 +3.3380e+00 +1.7745e+00 -4.9523e+00 +1.0008e+00 +6.6915e-01 +2.8948e+00 -3.1594e+00 -1.7131e+00 +2.8371e+00 +3.5081e+00 -4.8251e+00 -2.5634e-02 +3.7366e+00 -3.6740e-01 -1.0292e+00 +5.1305e-01 +1.6902e+00 -3.8888e+00 +3.7146e+00
2 +9.176961138e+01 +9.176961138e+01 +3.941961138e+01 +3.941961138e+01 +3.0083e+00 +3.0484e+00 -4.4970e+00 -3.6864e+00 -9.2484e-01 +2.1102e+00 -1.2963e+00 +4.7658e+00 +2.4444e+00 -4.3078e+00 -1.2787e+00 -6.2031e-01 +2.5734e+00 +2.9481e+00 -2.7534e+00 +4.5128e-01 -1.5862e+00 +4.6958e+00 +1.1861e+00 -3.5584e+00
5 +6.242617441e+01 +6.242617441e+01 +1.007617441e+01 +1.007617441e+01 -3.8957e+00 -3.9504e+00 -3.2816e+00 -2.0606e+00 -2.0513e+00 -1.5919e+00 -4.2943e+00 +5.6150e-01 +1.8309e-01 -1.0339e-01 +3.7962e+00 -1.9886e+00 +1.9889e+00 -3.1668e+00 +3.9655e-01 -3.3165e+00 +2.0036e+00 +4.1957e+00 +3.6892e+00 -2.4597e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.071698601e+02 +1.071698601e+02 -7.237013987e+01 -7.237013987e+01 +2.1895e-01 +1.0455e+00 -4.7451e-01 -1.6084e+00 +4.3178e+00 -2.8555e+00 +4.3678e+00 +1.7106e+00 +5.0907e-01 +2.8308e+00 +1.3820e-01 +1.1456e+00 -3.8227e+00 -4.8737e+00 +4.6162e-01 +3.5708e+00 -1.4955e+00 +9.6484e-01 +3.6966e+00 -4.7294e+00
5 +9.057526837e+01 +9.057526837e+01 -8.896473163e+01 -8.896473163e+01 +2.0656e+00 +4.2767e-01 -6.1591e-01 -2.7688e+00 -3.5167e+00 +1.8944e-01 +2.2000e+00 +1.5150e+00 +2.2733e+00 +4.2475e+00 -2.0416e-01 +2.7664e+00 +2.0844e+00 +3.6668e+00 +2.5507e+00 +2.3412e+00 +1.8762e+00 +2.7269e+00 +2.9570e+00 +4.7268e-01
21 +3.767410328e+01 +3.767410328e+01 -1.418658967e+02 -1.418658967e+02 -4.6111e+00 +1.3393e+00 -4.4294e+00 -1.5946e+00 +3.1875e+00 +3.2552e+00 +2.6717e+00 +4.8034e+00 -3.5092e+00 +8.5250e-01 +1.9526e+00 +4.1382e+00 -1.9442e+00 +9.6994e-01 +4.9862e+00 +4.4802e-01 +2.1204e+00 +4.7293e+00 +3.6870e+00 +4.4063e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.008552922e+02 +1.008552922e+02 +1.781652922e+02 +1.781652922e+02 +2.9980e+00 +3.0184e+00 +2.8372e-01 +2.8506e-01 -1.2633e+00 +7.3209e-01 +2.9931e+00 -1.4802e+00 -2.6322e+00 +1.5734e-01 +2.2271e+00 -1.3894e+00 +3.5497e+00 +4.5821e+00 -3.5335e+00 -4.3326e+00 -4.4245e+00 -4.8712e-01 -1.9670e+00 -1.2757e+00
4 +4.938916791e+01 +4.938916791e+01 +1.266991679e+02 +1.266991679e+02 -4.0797e+00 -1.6360e+00 +5.5872e-01 +2.8267e+00 +2.3742e+00 +2.0655e+00 +2.6770e+00 +1.7718e-01 -1.7197e+00 +2.0383e+00 +1.4659e+00 -1.4300e+00 -8.3115e-01 -3.4906e+00 -2.0657e+00 +2.8441e+00 +2.8377e+00 +1.1866e+00 -1.5539e+00 +2.0341e-01
