% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.595493001e+02 +3.595493001e+02 +3.503393001e+02 +3.503393001e+02 -3.9856e+00 +6.2670e-01 -1.5473e+00 -2.9048e+00 +3.6930e-01 -9.7725e-01 +1.7127e+00 +2.1594e+00 +3.9383e+00 +1.1074e+00 -3.0424e+00 -1.1415e+00 +3.4337e+00 -3.3918e+00 -7.8266e-01 -1.0175e+00 -3.1850e+00 +1.5751e+00 -2.2504e+00 +2.3207e-01
104 +2.385955964e+02 +2.385955964e+02 +2.293855964e+02 +2.293855964e+02 -1.6095e+00 -8.1445e-01 -6.9583e-01 -1.6482e+00 -3.8987e+00 -2.0420e+00 +3.3675e+00 -4.0831e-01 +2.5766e-01 +8.4379e-02 +2.4059e+00 -3.1543e+00 +2.4547e+00 +2.4956e+00 -2.1541e+00 -3.4974e+00 +3.5859e+00 +3.4201e+00 -2.3571e+00 +2.5047e+00
6167 +1.577507695e+02 +1.577507695e+02 +1.485407695e+02 +1.485407695e+02 -1.4509e+00 -6.4672e-01 -7.0860e-01 -1.5012e+00 -4.3442e+00 -1.8773e+00 +2.9673e+00 +2.3639e-01 +1.0951e+00 -8.0397e-01 +1.7255e+00 -3.9135e+00 +2.5157e+00 +3.4069e+00 -2.8724e+00 -4.9467e+00 +4.8761e+00 +5.2367e+00 -3.7520e+00 +4.2394e+00
12586 +9.974323118e+01 +9.974323118e+01 +9.053323118e+01 +9.053323118e+01 -8.7104e-01 +2.2935e-01 -6.7992e-01 -2.5946e-01 -5.0744e+00 -1.7306e+00 +2.7889e+00 +6.2785e-01 +2.1999e+00 -9.4231e-01 +5.0678e-01 -5.2796e+00 +3.6619e+00 +4.9683e+00 -4.5023e+00 -5.3079e+00 +5.1181e+00 +5.1031e+00 -5.1862e+00 +5.0375e+00
21260 +6.251014690e+01 +6.251014690e+01 +5.330014690e+01 +5.330014690e+01 -1.3556e-01 +1.2382e+00 +7.2221e-01 +2.4347e-01 -5.2049e+00 -7.0777e-01 +4.3087e+00 +1.7548e+00 +4.0313e+00 -2.2933e+00 -1.7998e+00 -5.3322e+00 +5.1277e+00 +5.6565e+00 -5.2939e+00 -5.4614e+00 +5.6819e+00 +5.1528e+00 -5.4771e+00 +5.2751e+00
27515 +3.951053696e+01 +3.951053696e+01 +3.030053696e+01 +3.030053696e+01 -2.6486e+00 +2.8138e-01 +4.3977e+00 +5.0376e-01 -3.5008e+00 +2.4144e+00 +1.6498e+00 +5.7438e+00 +4.3488e+00 -3.8316e+00 -5.0032e+00 -5.0593e+00 +5.1994e+00 +5.1067e+00 -5.2408e+00 -5.0429e+00 +5.1400e+00 +5.2959e+00 -5.2059e+00 +5.4383e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.083946926e+02 +4.083946926e+02 +1.064384693e+03 +1.064384693e+03 +3.1269e-01 -2.2986e+00 -3.7245e+00 -3.8430e+00 -1.9688e+00 +2.1881e+00 +1.3584e+00 +3.6340e+00 +3.1480e+00 -3.0570e+00 -3.3977e+00 +2.3532e+00 +2.8557e+00 +2.9863e+00 -2.9988e+00 +3.8374e+00 +3.5918e+00 -3.8931e+00 -2.4548e-02 -2.4846e+00
5 +3.526128505e+02 +3.526128505e+02 +1.008602851e+03 +1.008602851e+03 -2.2623e+00 +2.3781e+00 -3.4270e+00 -3.9688e+00 -2.0595e+00 +1.9556e+00 -2.7983e+00 +2.3787e+00 -3.5784e+00 +3.7758e+00 +1.7900e+00 +1.8007e+00 -3.4597e+00 +2.7976e+00 +3.7632e+00 +3.1369e+00 +4.1967e-01 +1.7401e+00 +9.0981e-01 +2.7803e+00
509 +2.508184230e+02 +2.508184230e+02 +9.068084230e+02 +9.068084230e+02 -1.5736e-01 +3.7573e+00 -3.3547e+00 -3.6855e+00 -2.2780e+00 -3.4743e+00 -1.8765e+00 +3.7075e+00 +7.0418e-01 -8.1531e-01 +4.0897e+00 -1.1122e+00 -2.7690e+00 -1.0207e+00 +3.1642e+00 +1.8857e+00 -6.4884e-01 -2.9208e+00 +3.6992e+00 +3.9025e+00
