% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.121563099e+06 +1.121563099e+06 +1.121598999e+06 +1.121598999e+06 +3.0289e-01 -1.8626e-01 -1.6161e+00 -2.7865e+00 +2.6100e+00 +1.3913e+00 -1.8702e-01 +7.7657e-01 -3.0471e-02 +3.2420e+00 -1.5719e+00 +1.0813e+00 +2.3590e+00 +2.1231e+00 +3.5083e+00 -5.8821e-01 +2.9739e+00 -2.2044e+00 +2.2437e-01 -3.1129e+00
6 +7.554692036e+05 +7.554692036e+05 +7.555051036e+05 +7.555051036e+05 -9.8712e-02 -1.5302e+00 +2.7440e+00 -2.0962e+00 +2.2859e+00 -3.1534e+00 +1.1916e+00 -4.1360e-01 -3.8477e+00 -3.6882e+00 -1.2974e+00 -1.6698e+00 +2.5855e+00 +2.7849e+00 +1.6756e+00 +1.6746e+00 +1.3339e+00 -1.0882e+00 -7.2484e-01 -3.5040e+00
12 +5.868330084e+05 +5.868330084e+05 +5.868689084e+05 +5.868689084e+05 -2.5004e+00 +2.2214e+00 +2.5561e+00 -2.2761e+00 -1.0683e+00 -4.4809e-01 -1.5431e+00 -2.9553e+00 +1.0736e+00 +4.9455e-01 -1.5537e+00 -3.3893e+00 -1.6175e+00 +2.9442e+00 +2.4552e+00 -2.0791e+00 +1.8959e-01 -4.6698e-01 +2.0260e+00 -1.3538e+00
643 +3.943905841e+05 +3.943905841e+05 +3.944264841e+05 +3.944264841e+05 +3.6341e-01 +3.1541e+00 +2.4594e+00 +8.3598e-01 +2.8702e+00 -3.4773e+00 -2.5942e+00 -2.0131e+00 -8.5524e-01 -3.9629e+00 +3.2117e+00 -2.2750e+00 +3.4112e+00 +2.8334e-01 -3.5908e+00 -3.4511e+00 -1.6265e+00 +3.6354e+00 -3.0851e+00 -1.8636e+00
3406 +2.493256109e+05 +2.493256109e+05 +2.493615109e+05 +2.493615109e+05 +1.1759e+00 +3.3137e+00 +2.6948e+00 +1.1103e+00 +2.6395e+00 -3.7758e+00 -2.0175e+00 -2.4006e+00 -7.5767e-01 -3.8202e+00 +2.4539e+00 -2.2468e+00 +2.6284e+00 -1.2218e-01 -2.9856e+00 -3.5275e+00 -1.2152e+00 +4.0523e+00 -3.4892e+00 -2.2188e+00
5556 +1.511967306e+05 +1.511967306e+05 +1.512326306e+05 +1.512326306e+05 +1.2708e+00 +3.5358e+00 +3.1429e+00 +1.1779e+00 +2.0959e+00 -4.0289e+00 -1.6813e+00 -2.4917e+00 -6.1927e-01 -4.1493e+00 +1.8397e+00 -2.2933e+00 +2.0404e+00 -2.0370e-01 -2.5872e+00 -3.3837e+00 -1.0220e+00 +4.4147e+00 -3.8143e+00 -2.5781e+00
8062 +9.829857059e+04 +9.829857059e+04 +9.833447059e+04 +9.833447059e+04 +1.4326e+00 +3.6103e+00 +3.8710e+00 +9.7883e-01 +1.6276e+00 -4.6079e+00 -1.7754e+00 -2.5576e+00 -4.9097e-01 -4.1577e+00 +1.4076e+00 -2.5312e+00 +1.6804e+00 -3.2154e-01 -2.1552e+00 -3.0556e+00 -7.2360e-01 +4.6385e+00 -4.0079e+00 -2.9275e+00
9306 +6.282886298e+04 +6.282886298e+04 +6.286476298e+04 +6.286476298e+04 +1.6082e+00 +3.4276e+00 +3.8418e+00 +1.2226e+00 +1.2930e+00 -4.9156e+00 -1.7590e+00 -2.7106e+00 -3.1878e-01 -4.0117e+00 +1.0080e+00 -2.2133e+00 +1.2493e+00 -2.9862e-01 -2.1019e+00 -3.3176e+00 -6.8544e-01 +4.8897e+00 -4.0865e+00 -3.1436e+00
10086 +3.793652709e+04 +3.793652709e+04 +3.797242709e+04 +3.797242709e+04 +1.5428e+00 +3.1024e+00 +4.0629e+00 +1.1239e+00 +9.2519e-01 -4.7797e+00 -1.5125e+00 -3.1100e+00 -1.9907e-01 -4.2729e+00 +5.7622e-01 -2.4181e+00 +1.2545e+00 -4.6692e-01 -1.8831e+00 -3.3824e+00 -6.8836e-01 +4.9424e+00 -4.0689e+00 -3.4715e+00
11207 +2.456686391e+04 +2.456686391e+04 +2.460276391e+04 +2.460276391e+04 +1.6746e+00 +2.9508e+00 +4.2525e+00 +1.3985e+00 +5.8997e-01 -5.1244e+00 -1.5643e+00 -3.1914e+00 -8.6092e-02 -4.3625e+00 +3.9726e-01 -2.4535e+00 +1.3990e+00 -5.0704e-01 -1.6675e+00 -3.4865e+00 -5.0992e-01 +5.1634e+00 -3.9570e+00 -3.7671e+00
11600 +1.533477508e+04 +1.533477508e+04 +1.537067508e+04 +1.537067508e+04 +1.5176e+00 +3.2358e+00 +4.2949e+00 +1.2109e+00 +3.3090e-01 -5.1580e+00 -1.5565e+00 -2.9612e+00 -1.5253e-01 -4.5804e+00 +3.7689e-01 -2.4284e+00 +1.3822e+00 -5.2601e-01 -1.3523e+00 -3.6887e+00 -5.1951e-01 +5.2550e+00 -4.0976e+00 -4.0294e+00
12332 +9.642701832e+03 +9.642701832e+03 +9.678601832e+03 +9.678601832e+03 +1.5076e+00 +3.2410e+00 +4.2808e+00 +1.3573e+00 +2.6907e-01 -5.3974e+00 -1.6467e+00 -2.9847e+00 -1.9615e-01 -4.7292e+00 +2.5235e-01 -2.2341e+00 +1.1530e+00 -4.4068e-01 -1.2813e+00 -3.8486e+00 -5.8925e-01 +5.4057e+00 -4.3512e+00 -4.0312e+00
12728 +6.290571684e+03 +6.290571684e+03 +6.326471684e+03 +6.326471684e+03 +1.5012e+00 +3.4154e+00 +4.2754e+00 +1.4000e+00 +4.1140e-03 -5.4085e+00 -1.6114e+00 -2.9463e+00 -1.3042e-01 -4.7266e+00 +1.3337e-01 -2.2597e+00 +1.0256e+00 -3.9718e-01 -1.3223e+00 -3.7751e+00 -4.5009e-01 +5.3270e+00 -4.1205e+00 -4.2157e+00
12977 +3.932651659e+03 +3.932651659e+03 +3.968551659e+03 +3.968551659e+03 +1.4275e+00 +3.4572e+00 +4.2124e+00 +1.5619e+00 -1.9995e-02 -5.3954e+00 -1.4860e+00 -3.1295e+00 -2.7485e-01 -4.5403e+00 +2.0602e-02 -2.3399e+00 +8.6143e-01 -4.6313e-01 -1.2091e+00 -3.8030e+00 -3.4408e-01 +5.3846e+00 -4.0443e+00 -4.3511e+00
13237 +2.490513490e+03 +2.490513490e+03 +2.526413490e+03 +2.526413490e+03 +1.6201e+00 +3.3406e+00 +4.3704e+00 +1.4635e+00 -3.4140e-02 -5.4762e+00 -1.5590e+00 -2.9917e+00 -2.3694e-01 -4.5945e+00 -1.8275e-01 -2.1834e+00 +8.0399e-01 -6.2583e-01 -1.3445e+00 -3.8418e+00 -3.0107e-01 +5.4219e+00 -3.9625e+00 -4.1576e+00
13708 +1.128238851e+03 +1.128238851e+03 +1.164138851e+03 +1.164138851e+03 +1.5948e+00 +3.5209e+00 +4.2687e+00 +1.5667e+00 -1.0381e-01 -5.4513e+00 -1.4006e+00 -3.0918e+00 -3.9352e-01 -4.7094e+00 -2.3428e-01 -2.4050e+00 +7.4626e-01 -4.8537e-01 -1.0536e+00 -3.9444e+00 -1.9955e-01 +5.4166e+00 -3.9396e+00 -4.2445e+00
13841 +8.951294083e+02 +8.951294083e+02 +9.310294083e+02 +9.310294083e+02 +1.6673e+00 +3.5189e+00 +4.2541e+00 +1.5600e+00 -1.0407e-01 -5.5090e+00 -1.3064e+00 -3.0020e+00 -3.4963e-01 -4.7951e+00 -2.6050e-01 -2.4756e+00 +6.4950e-01 -4.2161e-01 -1.0499e+00 -4.0257e+00 -1.2903e-01 +5.3358e+00 -3.9401e+00 -4.2502e+00
13970 +5.333681370e+02 +5.333681370e+02 +5.692681370e+02 +5.692681370e+02 +1.5802e+00 +3.4065e+00 +4.1927e+00 +1.4793e+00 -2.0968e-01 -5.4345e+00 -1.3908e+00 -3.2156e+00 -2.9171e-01 -4.7257e+00 -3.0064e-01 -2.4134e+00 +7.5788e-01 -5.6571e-01 -9.4618e-01 -3.9694e+00 -7.5484e-02 +5.5059e+00 -4.0649e+00 -4.2929e+00
14227 +3.452048988e+02 +3.452048988e+02 +3.811048988e+02 +3.811048988e+02 +1.4692e+00 +3.5324e+00 +4.4486e+00 +1.4758e+00 -1.5948e-01 -5.4331e+00 -1.4460e+00 -3.0176e+00 -3.1216e-01 -4.7801e+00 -3.7509e-01 -2.4487e+00 +7.5338e-01 -5.1115e-01 -9.4684e-01 -4.0220e+00 -1.4603e-01 +5.5643e+00 -4.1559e+00 -4.1573e+00
14234 +2.313368848e+02 +2.313368848e+02 +2.672368848e+02 +2.672368848e+02 +1.5891e+00 +3.5967e+00 +4.2713e+00 +1.5385e+00 -2.6474e-01 -5.5067e+00 -1.4617e+00 -3.1449e+00 -3.7107e-01 -4.7722e+00 -2.7751e-01 -2.4025e+00 +7.2738e-01 -5.2510e-01 -9.8970e-01 -4.0439e+00 -1.0653e-01 +5.4872e+00 -4.1019e+00 -4.2829e+00
14493 +1.143770248e+02 +1.143770248e+02 +1.502770248e+02 +1.502770248e+02 +1.5377e+00 +3.4398e+00 +4.4321e+00 +1.5915e+00 -4.2642e-01 -5.6420e+00 -1.4116e+00 -3.2566e+00 -4.4740e-01 -4.7834e+00 -3.7748e-01 -2.3451e+00 +7.2781e-01 -4.9082e-01 -8.9980e-01 -3.8989e+00 -6.5978e-02 +5.4976e+00 -4.0892e+00 -4.2895e+00
15347 +9.431955314e+01 +9.431955314e+01 +1.302195531e+02 +1.302195531e+02 +1.4253e+00 +3.3470e+00 +4.2278e+00 +1.7797e+00 -4.4124e-01 -5.5474e+00 -1.4836e+00 -3.2719e+00 -3.6906e-01 -4.7868e+00 -4.4346e-01 -2.2047e+00 +5.8450e-01 -5.0399e-01 -8.2164e-01 -3.9075e+00 -1.3072e-01 +5.5401e+00 -4.0871e+00 -4.1516e+00
16646 +6.239164691e+01 +6.239164691e+01 +9.829164691e+01 +9.829164691e+01 +9.2556e-01 +2.9044e+00 +4.8797e+00 +2.3755e+00 -3.0329e+00 -2.8116e+00 -1.2855e+00 -3.9221e+00 -9.1501e-01 -2.8209e+00 -2.1160e+00 -1.9467e+00 -1.8442e+00 -5.8609e-02 +1.4590e+00 -3.4427e+00 -4.6448e-01 +4.4509e+00 -5.4889e-01 -1.6166e+00
