% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.866728135e+02 +8.866728135e+02 +9.892828135e+02 +9.892828135e+02 -4.6578e+00 -2.2874e+00 -2.6410e+00 -4.6151e+00 +2.6197e+00 -5.0834e-01 -4.5167e+00 +1.7093e-01 -4.8260e-01 -4.2529e+00 -1.2320e+00 -3.8800e+00 -1.3023e+00 +4.6506e+00 -3.6907e+00 -3.6671e+00 +2.9717e+00 -4.6872e+00 +3.2269e+00 +2.6492e+00
16 +5.535670958e+02 +5.535670958e+02 +6.561770958e+02 +6.561770958e+02 -4.9954e+00 -1.0840e+00 -7.5729e-01 +1.3589e+00 -2.3719e+00 -2.1646e-01 +3.1817e+00 -5.1610e-02 +2.2372e-01 +2.8421e+00 +1.3446e+00 +9.5311e-01 +7.0529e-01 +6.9181e-01 +4.5568e+00 +8.3012e-01 +6.4390e-01 +2.9921e+00 -2.4595e+00 -3.4600e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.316235827e+02 +9.316235827e+02 +1.024923583e+03 +1.024923583e+03 -1.7636e+00 -4.8710e+00 -1.2120e+00 -2.1205e+00 -9.0466e-01 +6.7435e-01 -4.6975e+00 -4.7095e+00 -4.7688e+00 +2.6341e+00 +3.7198e+00 -3.9752e+00 -8.5982e-01 -6.5054e-01 -2.1502e+00 -4.5887e+00 +3.7882e+00 -3.2803e+00 +1.4528e+00 +2.6512e+00
17 +6.240756340e+02 +6.240756340e+02 +7.173756340e+02 +7.173756340e+02 +2.7580e+00 +2.5760e+00 -1.4169e+00 +3.5737e-01 -2.1475e+00 +3.1085e+00 +1.7970e+00 +4.3769e+00 -7.8075e-01 +2.4071e+00 -2.2347e+00 +4.5923e+00 +2.0035e+00 -3.8181e-01 +1.7146e+00 -4.7667e+00 +1.9806e+00 +3.0180e+00 -3.7282e-01 +2.9471e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.785158566e+02 +7.785158566e+02 +7.921558566e+02 +7.921558566e+02 -2.5772e-01 -1.1848e-01 -4.6679e+00 -2.1719e+00 -3.9229e+00 +2.0889e+00 +5.0151e-01 +3.0793e-01 +2.4062e+00 +2.8174e+00 +4.7135e+00 +2.8177e+00 -1.7096e+00 -4.9076e+00 -2.8360e+00 -3.6847e+00 -7.8473e-01 -2.1964e+00 -4.0862e+00 -5.6207e-01
24 +4.433030349e+02 +4.433030349e+02 +4.569430349e+02 +4.569430349e+02 -2.9061e+00 +3.0972e-01 -9.8443e-01 -1.4062e+00 +2.0442e+00 +1.6182e+00 -3.8110e+00 -2.5104e+00 -1.3791e-01 -4.5215e+00 -5.0933e-01 +2.5141e+00 +2.9681e+00 -1.9480e+00 -2.9211e-01 -3.6371e+00 -5.9240e-01 +3.7640e-01 +2.9752e+00 +2.6919e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.992693585e+02 +8.992693585e+02 +1.094069359e+03 +1.094069359e+03 -3.5404e+00 +2.8235e+00 -2.8662e+00 -1.2630e-01 +8.3071e-01 +4.8012e-01 -3.2629e+00 -4.7459e-01 +2.3029e+00 -3.5323e+00 -3.6869e+00 +4.2244e+00 -7.8726e-01 -1.2359e+00 +3.9712e+00 -3.5327e+00 +2.3774e+00 +4.9583e+00 -4.4622e+00 -2.2851e+00
56 +5.455543581e+02 +5.455543581e+02 +7.403543581e+02 +7.403543581e+02 -1.7901e+00 +1.3753e+00 +8.2870e-01 +1.6589e+00 -1.0436e+00 -9.4348e-01 -4.5444e-01 -6.1944e-01 -2.2580e+00 -1.1574e-01 -1.3305e+00 +1.7506e+00 -2.7688e+00 -4.1268e+00 +2.7804e+00 -2.8352e+00 -1.6901e+00 -4.1918e-01 -2.6197e+00 +3.4183e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.899990938e+02 +6.899990938e+02 +5.564090938e+02 +5.564090938e+02 -4.2107e+00 +2.2734e+00 +2.2311e+00 +1.5785e+00 -1.2856e-01 -8.4396e-01 +3.2883e-01 +3.8026e+00 -4.6657e-02 +3.6487e+00 +2.3507e+00 -3.6089e+00 -1.5651e+00 -5.3708e-01 -9.8151e-01 -4.1375e+00 -4.4236e+00 -4.2272e+00 -4.6346e+00 -1.6533e+00
4 +5.152663749e+02 +5.152663749e+02 +3.816763749e+02 +3.816763749e+02 -1.2344e+00 -3.4387e+00 +4.1990e+00 +3.0406e+00 +1.0974e+00 -3.4864e+00 +3.4957e+00 -1.3337e+00 -2.4956e+00 +6.8573e-02 +2.4353e+00 -3.3169e+00 +2.5895e+00 -1.9696e+00 -2.2475e-01 +4.0209e+00 -3.2391e+00 -3.8051e+00 +2.0582e+00 -1.5844e+00
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.668013001e+02 +6.668013001e+02 -1.800086999e+02 -1.800086999e+02 -2.5322e+00 +4.1551e+00 +1.5117e+00 -3.5930e+00 -6.7332e-01 -4.8894e+00 +1.2495e-01 -4.9242e+00 +3.8918e+00 +1.5737e+00 +1.8367e+00 -9.4965e-01 +3.2795e+00 +1.9599e+00 -7.0201e-01 -1.2130e+00 -2.2893e+00 +2.3167e+00 -2.7533e+00 +3.1285e+00
6 +6.212273659e+02 +6.212273659e+02 -2.255826341e+02 -2.255826341e+02 +1.5761e+00 -4.5463e+00 +4.9321e+00 +2.2316e+00 -2.9311e+00 +2.2808e+00 -6.9015e-02 -4.6663e+00 +1.1170e-01 -8.2659e-03 +1.3824e+00 -1.6380e+00 +5.3470e-01 -3.8266e+00 +2.1429e+00 +4.0224e+00 +3.4934e+00 +3.5513e+00 +6.5518e-02 +4.6945e-01
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
